InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552826,85150,LADIES & GENTLEMEN METAL SIGN,4,5/11/11 13:20,2.55,14277,France
575973,21169,YOU'RE CONFUSING ME METAL SIGN ,12,11/13/11 13:03,1.69,,EIRE
566756,22382,LUNCH BAG SPACEBOY DESIGN ,10,9/14/11 15:54,1.65,12457,Switzerland
554650,22840,ROUND CAKE TIN VINTAGE RED,2,5/25/11 12:54,7.95,12681,France
551529,22659,LUNCH BOX I LOVE LONDON,24,5/1/11 13:18,1.95,12524,Germany
537818,22378,WALL TIDY RETROSPOT ,5,12/8/10 13:53,2.1,12766,Portugal
555095,23081,GREEN METAL BOX ARMY SUPPLIES,4,5/31/11 13:32,8.25,12540,Spain
581175,23238,SET OF 4 KNICK KNACK TINS LONDON ,48,12/7/11 15:16,3.75,14646,Netherlands
546365,21058,PARTY INVITES WOODLAND,12,3/11/11 11:35,0.85,12520,Germany
565930,22027,TEA PARTY BIRTHDAY CARD,24,9/8/11 10:32,0.42,12685,France
557147,22974,CHILDRENS DOLLY GIRL MUG,12,6/17/11 10:51,1.65,12408,Belgium
559699,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,7/12/11 8:52,2.95,12682,France
545664,48138,DOORMAT UNION FLAG,2,3/4/11 15:15,7.95,12584,Italy
561870,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,7/31/11 11:45,2.55,14911,EIRE
559665,23184,BULL DOG BOTTLE OPENER,2,7/11/11 13:35,4.95,12556,Spain
575049,23289,DOLLY GIRL CHILDRENS BOWL,8,11/8/11 12:13,1.25,12721,France
578488,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,11/24/11 12:53,2.08,12784,Portugal
571665,23515,EMBROIDERED RIBBON REEL DAISY ,6,10/18/11 12:59,2.08,12540,Spain
547194,22551,PLASTERS IN TIN SPACEBOY,2,3/21/11 12:42,1.65,12637,France
574740,22508,DOORSTOP RETROSPOT HEART,12,11/6/11 16:07,3.75,12357,Switzerland
552188,23256,CHILDRENS CUTLERY SPACEBOY ,8,5/6/11 14:01,4.15,12394,Belgium
555650,22795,SWEETHEART RECIPE BOOK STAND,2,6/6/11 13:48,6.75,14156,EIRE
546580,21907,I'M ON HOLIDAY METAL SIGN,12,3/15/11 11:09,2.1,14911,EIRE
560452,22432,WATERING CAN PINK BUNNY,6,7/19/11 9:51,1.95,12682,France
563613,22346,PARTY PIZZA DISH GREEN POLKADOT,24,8/18/11 8:49,0.85,12688,Israel
576596,23265,SET OF 3 WOODEN TREE DECORATIONS,12,11/15/11 14:57,1.25,14911,EIRE
562789,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,8/9/11 13:50,0.42,14646,Netherlands
553901,23171,REGENCY TEA PLATE GREEN ,12,5/19/11 17:48,1.65,14911,EIRE
562602,23245,SET OF 3 REGENCY CAKE TINS,4,8/8/11 10:11,4.95,12865,Austria
561795,22431,WATERING CAN BLUE ELEPHANT,6,7/29/11 13:28,1.95,12716,France
573508,84879,ASSORTED COLOUR BIRD ORNAMENT,8,10/31/11 12:11,1.69,12552,Italy
573868,23390,DOLLY GIRL MINI BACKPACK,4,11/1/11 12:18,4.15,12491,France
556578,21914,BLUE HARMONICA IN BOX ,12,6/13/11 14:13,1.25,12472,Germany
580528,22393,PAPERWEIGHT VINTAGE COLLAGE,12,12/4/11 15:28,0.39,14911,EIRE
576927,22750,FELTCRAFT PRINCESS LOLA DOLL,4,11/17/11 11:02,3.75,12567,France
547194,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,3/21/11 12:42,2.95,12637,France
578698,22032,BOTANICAL LILY GREETING CARD,12,11/25/11 10:20,0.42,12620,France
553901,20981,12 PENCILS TALL TUBE WOODLAND,12,5/19/11 17:48,0.85,14911,EIRE
551539,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,24,5/3/11 8:40,0.85,12598,France
570672,23005,TRAVEL CARD WALLET I LOVE LONDON,24,10/11/11 14:52,0.42,12536,France
546642,21232,STRAWBERRY CERAMIC TRINKET BOX,24,3/15/11 13:13,1.25,12779,Poland
552871,22138,BAKING SET 9 PIECE RETROSPOT ,3,5/12/11 8:52,4.95,12693,Germany
574501,21371,MIRRORED WALL ART POPPIES,3,11/4/11 13:15,0.75,12577,France
541277,22562,MONSTERS STENCIL CRAFT,6,1/17/11 11:46,1.25,12673,Germany
570672,23245,SET OF 3 REGENCY CAKE TINS,12,10/11/11 14:52,4.95,12536,France
572051,23482,PEARLISED IVORY HEART LARGE ,144,10/20/11 12:24,1.45,14646,Netherlands
573511,21976,PACK OF 60 MUSHROOM CAKE CASES,24,10/31/11 12:25,0.55,12347,Iceland
543370,22199,FRYING PAN RED RETROSPOT,4,2/7/11 14:51,4.25,12359,Cyprus
570672,22750,FELTCRAFT PRINCESS LOLA DOLL,4,10/11/11 14:52,3.75,12536,France
559173,22752,SET 7 BABUSHKA NESTING BOXES,2,7/7/11 10:03,8.5,12540,Spain
562046,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,8/2/11 10:34,1.25,12378,Switzerland
544470,22605,WOODEN CROQUET GARDEN SET,4,2/21/11 8:38,12.75,12707,France
546755,21317,GLASS SPHERE CANDLE STAND MEDIUM,2,3/16/11 13:29,5.45,12502,Spain
554699,85099F,JUMBO BAG STRAWBERRY,10,5/26/11 9:17,2.08,12613,Germany
559797,22564,ALPHABET STENCIL CRAFT,12,7/12/11 13:31,1.25,12720,Germany
548011,22149,FELTCRAFT 6 FLOWER FRIENDS,40,3/29/11 11:14,1.85,14646,Netherlands
561661,22289,HANGING METAL CHICKEN DECORATION,2,7/28/11 16:21,1.25,12743,Unspecified
561472,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,7/27/11 13:15,4.95,14911,EIRE
572051,23372,SET 36 COLOUR PENCILS DOLLY GIRL,128,10/20/11 12:24,1.06,14646,Netherlands
572236,23517,EMBROIDERED RIBBON REEL REBECCA ,3,10/21/11 14:42,2.89,14646,Netherlands
577314,23407,SET OF 2 TRAYS HOME SWEET HOME,2,11/18/11 13:23,0,12444,Norway
551886,21905,MORE BUTTER METAL SIGN ,6,5/5/11 9:23,2.1,12569,Germany
564184,23301,GARDENERS KNEELING PAD KEEP CALM ,12,8/23/11 15:11,1.65,,EIRE
547789,22933,BAKING MOULD EASTER EGG MILK CHOC,6,3/25/11 12:04,2.95,14911,EIRE
580152,22613,PACK OF 20 SPACEBOY NAPKINS,12,12/2/11 10:22,0.85,12364,Belgium
541567,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,4,1/19/11 11:51,4.95,12681,France
567928,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,9/22/11 17:31,2.95,12380,Belgium
579881,23084,RABBIT NIGHT LIGHT,12,11/30/11 17:22,2.08,12429,Denmark
578024,23568,EGG CUP HENRIETTA HEN CREAM ,12,11/22/11 13:27,1.25,12705,Germany
567298,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,9/19/11 12:29,1.45,12497,Germany
543541,85127,SMALL SQUARE CUT GLASS CANDLESTICK,3,2/9/11 14:44,4.95,12462,Spain
562789,21218,RED SPOTTY BISCUIT TIN,48,8/9/11 13:50,3.25,14646,Netherlands
563353,22698,PINK REGENCY TEACUP AND SAUCER,6,8/15/11 14:32,2.95,15480,Malta
565801,22663,JUMBO BAG DOLLY GIRL DESIGN,10,9/7/11 10:28,2.08,12685,France
551529,21242,RED RETROSPOT PLATE ,16,5/1/11 13:18,1.69,12524,Germany
569568,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,10/5/11 9:57,2.55,12700,France
580160,20723,STRAWBERRY CHARLOTTE BAG,10,12/2/11 10:47,0.85,12700,France
581179,22554,PLASTERS IN TIN WOODLAND ANIMALS,24,12/7/11 15:43,1.65,12471,Germany
573892,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,11/1/11 13:57,8.25,14911,EIRE
571559,23201,JUMBO BAG ALPHABET,10,10/18/11 9:32,2.08,14911,EIRE
562560,22607,WOODEN ROUNDERS GARDEN SET ,2,8/5/11 17:12,9.95,14156,EIRE
556578,23245,SET OF 3 REGENCY CAKE TINS,4,6/13/11 14:13,4.95,12472,Germany
552978,21164,HOME SWEET HOME METAL SIGN ,72,5/12/11 14:46,2.55,12590,Germany
571328,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,10/17/11 11:27,1.25,12473,Germany
545227,21936,RED RETROSPOT PICNIC BAG,5,3/1/11 9:35,2.95,12428,Finland
557621,35810A,ENAMEL PINK COFFEE CONTAINER,12,6/21/11 14:00,0.83,12444,Norway
562275,22029,SPACEBOY BIRTHDAY CARD,12,8/4/11 10:04,0.42,12689,France
549953,21981,PACK OF 12 WOODLAND TISSUES ,24,4/13/11 13:15,0.29,12766,Portugal
542777,22625,RED KITCHEN SCALES,2,2/1/11 8:31,8.5,14911,EIRE
537218,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,16,12/5/10 15:46,3.75,12763,Japan
563076,22417,PACK OF 60 SPACEBOY CAKE CASES,240,8/11/11 16:12,0.42,14646,Netherlands
540550,22077,6 RIBBONS RUSTIC CHARM,12,1/10/11 9:11,1.65,12539,Spain
568048,23427,STOOL HOME SWEET HOME ,2,9/23/11 12:36,12.5,14911,EIRE
539337,82482,WOODEN PICTURE FRAME WHITE FINISH,6,12/17/10 10:46,2.55,,EIRE
561093,22619,SET OF 6 SOLDIER SKITTLES,12,7/25/11 10:01,3.75,12540,Spain
572986,22973,CHILDREN'S CIRCUS PARADE MUG,12,10/27/11 10:51,1.65,12681,France
538525,22023,EMPIRE BIRTHDAY CARD,12,12/13/10 9:39,0.42,12540,Spain
563936,22768,FAMILY PHOTO FRAME CORNICE,2,8/22/11 9:03,9.95,17828,Malta
579881,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,11/30/11 17:22,1.25,12429,Denmark
560363,82613B,METAL SIGN,CUPCAKE SINGLE HOOK,8,7/18/11 12:05,1.25,12589,France
550187,23052,RECYCLED ACAPULCO MAT TURQUOISE,5,4/14/11 18:40,8.25,13811,Germany
565930,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,9/8/11 10:32,2.95,12685,France
567197,22492,MINI PAINT SET VINTAGE ,36,9/19/11 10:10,0.65,14934,Channel Islands
567378,23188,VINTAGE  2 METER FOLDING RULER,12,9/20/11 10:01,1.65,14911,EIRE
578541,23570,TRADITIONAL PICK UP STICKS GAME ,6,11/24/11 15:01,1.25,14277,France
558114,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,6/27/11 8:49,4.95,14911,EIRE
570841,85099B,JUMBO BAG RED RETROSPOT,20,10/12/11 14:18,2.08,12553,France
541570,85049C,ROMANTIC PINKS RIBBONS ,144,1/19/11 12:34,1.06,14646,Netherlands
555637,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,6/6/11 12:47,0.85,12535,France
573106,23474,WOODLAND SMALL BLUE FELT HEART,12,10/27/11 15:05,0.83,12626,Germany
564749,84968D,SET OF 16 VINTAGE RED CUTLERY,1,8/30/11 8:15,12.75,12708,Germany
541981,22333,RETROSPOT PARTY BAG + STICKER SET,16,1/24/11 15:32,1.65,12691,France
580153,21166,COOK WITH WINE METAL SIGN ,12,12/2/11 10:23,2.08,12762,Portugal
545065,22505,MEMO BOARD COTTAGE DESIGN,4,2/27/11 14:43,4.95,12431,Australia
571409,84879,ASSORTED COLOUR BIRD ORNAMENT,16,10/17/11 12:25,1.69,14911,EIRE
561507,23292,SPACEBOY CHILDRENS CUP,8,7/27/11 14:21,1.25,12397,Belgium
576927,21463,MIRRORED DISCO BALL ,2,11/17/11 11:02,5.95,12567,France
545086,21535,RED RETROSPOT SMALL MILK JUG,18,2/28/11 11:43,2.55,12678,France
567721,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,9/22/11 10:38,1.45,12409,Switzerland
546541,22427,ENAMEL FLOWER JUG CREAM,3,3/14/11 15:11,5.95,14911,EIRE
562602,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,8/8/11 10:11,2.95,12865,Austria
566179,22276,WASH BAG VINTAGE ROSE PAISLEY,5,9/9/11 12:42,2.55,,Israel
556917,22083,PAPER CHAIN KIT RETROSPOT,40,6/15/11 13:37,2.55,12415,Australia
557222,20727,LUNCH BAG  BLACK SKULL.,10,6/17/11 13:14,1.65,14936,Channel Islands
563540,22374,AIRLINE BAG VINTAGE JET SET RED,4,8/17/11 12:04,4.25,12473,Germany
556917,22423,REGENCY CAKESTAND 3 TIER,32,6/15/11 13:37,10.95,12415,Australia
551163,22358,KINGS CHOICE TEA CADDY ,1,4/26/11 15:52,2.95,12573,France
564173,21922,UNION STRIPE WITH FRINGE  HAMMOCK,10,8/23/11 14:23,7.95,12567,France
541567,22894,TABLECLOTH RED APPLES DESIGN ,4,1/19/11 11:51,8.5,12681,France
569722,23298,SPOTTY BUNTING,3,10/6/11 9:31,4.95,12431,Australia
563353,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,8/15/11 14:32,4.15,15480,Malta
545314,79190D,RETRO PLASTIC DAISY TRAY,15,3/1/11 14:11,0.42,12866,Belgium
550302,22283,6 EGG HOUSE PAINTED WOOD,4,4/17/11 10:17,7.95,14156,EIRE
578705,22504,CABIN BAG VINTAGE RETROSPOT,1,11/25/11 11:12,29.95,12531,Germany
538255,47570B,TEA TIME TABLE CLOTH,6,12/10/10 12:33,10.65,14911,EIRE
551950,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,5/5/11 11:38,0.85,14911,EIRE
544156,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,2/16/11 12:33,2.95,12352,Norway
542433,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/28/11 10:45,0.65,12726,France
562560,21889,WOODEN BOX OF DOMINOES,1,8/5/11 17:12,1.25,14156,EIRE
573035,23004,TRAVEL CARD WALLET PANTRY,24,10/27/11 13:43,0.42,12433,Norway
557850,22507,MEMO BOARD RETROSPOT  DESIGN,4,6/23/11 10:56,4.95,12720,Germany
571658,22621,TRADITIONAL KNITTING NANCY,12,10/18/11 12:48,1.65,12621,Germany
565748,22568,FELTCRAFT CUSHION OWL,8,9/6/11 12:38,3.75,14156,EIRE
555477,23162,REGENCY TEA STRAINER,4,6/3/11 12:26,3.75,12359,Cyprus
545314,22073,RED RETROSPOT STORAGE JAR,4,3/1/11 14:11,3.75,12866,Belgium
577523,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,11/20/11 13:33,12.75,12597,Spain
572060,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,10/20/11 12:52,1.65,12569,Germany
561898,23198,PANTRY MAGNETIC  SHOPPING LIST,12,7/31/11 15:25,1.45,12456,Switzerland
573153,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,72,10/28/11 7:39,0.55,12678,France
581179,23174,REGENCY SUGAR BOWL GREEN,4,12/7/11 15:43,4.15,12471,Germany
546091,22690,DOORMAT HOME SWEET HOME BLUE ,2,3/9/11 11:53,7.95,14936,Channel Islands
573035,85014B,RED RETROSPOT UMBRELLA,6,10/27/11 13:43,5.95,12433,Norway
561661,23158,SET OF 5 LUCKY CAT MAGNETS ,1,7/28/11 16:21,2.08,12743,Unspecified
544193,22971,QUEENS GUARD COFFEE MUG,6,2/17/11 8:23,2.55,12431,Belgium
544156,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2/16/11 12:33,1.25,12352,Norway
571824,23290,SPACEBOY CHILDRENS BOWL,8,10/19/11 11:49,1.25,12472,Germany
552871,22968,ROSE COTTAGE KEEPSAKE BOX ,4,5/12/11 8:52,9.95,12693,Germany
565916,22487,WHITE WOOD GARDEN PLANT LADDER,1,9/7/11 16:00,9.95,14156,EIRE
567478,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,9/20/11 13:21,4.95,12584,Italy
562560,84991,60 TEATIME FAIRY CAKE CASES,24,8/5/11 17:12,0.55,14156,EIRE
571851,22915,ASSORTED BOTTLE TOP  MAGNETS ,36,10/19/11 13:02,0.42,12596,Spain
542278,84692,BOX OF 24 COCKTAIL PARASOLS,25,1/27/11 10:43,0.42,14911,EIRE
543989,22990,COTTON APRON PANTRY DESIGN,100,2/15/11 9:52,4.25,12415,Australia
556415,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96,6/10/11 12:19,1.45,12409,Switzerland
558684,15056BL,EDWARDIAN PARASOL BLACK,3,7/1/11 11:29,5.95,14016,EIRE
556529,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,10,6/13/11 11:41,2.08,12714,France
552315,22662,LUNCH BAG DOLLY GIRL DESIGN,10,5/8/11 16:10,1.65,12700,France
541269,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,1/17/11 11:01,2.95,12626,Germany
558262,20719,WOODLAND CHARLOTTE BAG,300,6/28/11 8:45,0.72,14646,Netherlands
571409,22781,GUMBALL MAGAZINE RACK,2,10/17/11 12:25,7.65,14911,EIRE
572680,23102,SILVER HEARTS TABLE DECORATION,2,10/25/11 13:48,0.83,,Portugal
565967,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,9/8/11 11:27,1.65,14646,Netherlands
541711,22333,RETROSPOT PARTY BAG + STICKER SET,48,1/21/11 11:18,1.45,14646,Netherlands
546569,23054,RECYCLED ACAPULCO MAT LAVENDER,2,3/15/11 10:53,8.25,14016,EIRE
569556,23535,BICYCLE SAFTEY WALL ART,4,10/5/11 8:50,5.95,14936,Channel Islands
565239,22631,CIRCUS PARADE LUNCH BOX ,12,9/2/11 9:51,1.95,12670,France
556509,23242,TREASURE TIN BUFFALO BILL ,6,6/13/11 10:33,2.08,12708,Germany
572896,22077,6 RIBBONS RUSTIC CHARM,12,10/26/11 14:41,1.95,12456,Switzerland
577180,22668,PINK BABY BUNTING,5,11/18/11 11:27,2.95,12380,Belgium
546236,22477,WATERING CAN GARDEN MARKER,10,3/10/11 12:48,1.25,12370,Cyprus
561658,21733,RED HANGING HEART T-LIGHT HOLDER,1,7/28/11 16:06,2.95,12743,Unspecified
558045,20749,ASSORTED COLOUR MINI CASES,2,6/24/11 13:35,7.95,12615,France
545226,22168,ORGANISER WOOD ANTIQUE WHITE ,2,3/1/11 9:33,8.5,12428,Finland
543828,22956,36 FOIL HEART CAKE CASES,24,2/14/11 9:45,2.1,14156,EIRE
547790,85049C,ROMANTIC PINKS RIBBONS ,12,3/25/11 12:04,1.25,12545,Spain
541711,21578,WOODLAND DESIGN  COTTON TOTE BAG,30,1/21/11 11:18,2.25,14646,Netherlands
539050,21576,LETS GO SHOPPING COTTON TOTE BAG,2,12/15/10 16:21,2.25,12577,France
558613,22556,PLASTERS IN TIN CIRCUS PARADE ,12,6/30/11 15:46,1.65,14911,EIRE
542276,85066,CREAM SWEETHEART MINI CHEST,8,1/27/11 10:19,12.75,12764,Lebanon
570839,23408,PHOTO FRAME LINEN AND LACE SMALL,6,10/12/11 14:08,2.08,14911,EIRE
559665,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,7/11/11 13:35,3.25,12556,Spain
565851,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,9/7/11 13:06,1.25,14911,EIRE
549559,22555,PLASTERS IN TIN STRONGMAN,12,4/10/11 13:25,1.65,12447,Belgium
542433,21094,SET/6 RED SPOTTY PAPER PLATES,24,1/28/11 10:45,0.85,12726,France
555569,72799F,IVORY PILLAR CANDLE GOLD FLOCK,18,6/5/11 15:29,2.95,12727,France
545536,22501,PICNIC BASKET WICKER LARGE,2,3/3/11 14:12,9.95,12417,Belgium
562046,84987,SET OF 36 TEATIME PAPER DOILIES,12,8/2/11 10:34,1.45,12378,Switzerland
543625,22615,PACK OF 12 CIRCUS PARADE TISSUES ,24,2/10/11 15:38,0.29,12583,France
568048,22465,HANGING METAL STAR LANTERN,12,9/23/11 12:36,1.65,14911,EIRE
540976,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,1/12/11 15:00,1.65,12652,France
565519,21524,DOORMAT SPOTTY HOME SWEET HOME,2,9/5/11 11:52,8.25,12502,Spain
545845,20733,GOLD MINI TAPE MEASURE ,1,3/7/11 13:38,0.85,12754,Japan
581001,22617,BAKING SET SPACEBOY DESIGN,3,12/7/11 8:07,4.95,12583,France
542535,21056,DOCTOR'S BAG SOFT TOY,5,1/28/11 13:37,8.95,12735,France
539957,22948,METAL DECORATION NAUGHTY CHILDREN ,24,12/23/10 12:58,0.85,12585,Germany
566494,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,96,9/13/11 11:12,0.68,17404,Sweden
574343,22340,NOEL GARLAND PAINTED ZINC ,24,11/4/11 10:11,0.39,12576,Poland
564670,23325,RUSTIC STRAWBERRY JAM POT SMALL,12,8/26/11 15:44,1.65,12683,France
580127,21790,VINTAGE SNAP CARDS,24,12/1/11 17:51,0.85,14911,EIRE
574745,21619,4 VANILLA BOTANICAL CANDLES,12,11/7/11 8:26,1.25,14911,EIRE
541631,22630,DOLLY GIRL LUNCH BOX,12,1/20/11 10:48,1.95,12637,France
542887,20728,LUNCH BAG CARS BLUE,20,2/1/11 13:10,1.65,12373,Austria
581006,23320,GIANT 50'S CHRISTMAS CRACKER,12,12/7/11 8:45,2.89,14911,EIRE
539722,85099B,JUMBO BAG RED RETROSPOT,10,12/21/10 13:45,1.95,14911,EIRE
562273,23162,REGENCY TEA STRAINER,4,8/4/11 9:55,3.75,12502,Spain
557734,22992,REVOLVER WOODEN RULER ,48,6/22/11 11:20,1.95,12684,France
565246,23204,CHARLOTTE BAG APPLES DESIGN,10,9/2/11 10:27,0.85,12408,Belgium
554139,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,5/23/11 10:34,8.95,14911,EIRE
548664,22457,NATURAL SLATE HEART CHALKBOARD ,6,4/1/11 14:45,2.95,14911,EIRE
579393,21668,RED STRIPE CERAMIC DRAWER KNOB,12,11/29/11 12:07,1.45,12627,Germany
570792,21212,PACK OF 72 RETROSPOT CAKE CASES,24,10/12/11 12:01,0.55,12709,Germany
544933,22343,PARTY PIZZA DISH RED RETROSPOT,24,2/25/11 8:44,0.85,12633,Germany
547109,85014B,RED RETROSPOT UMBRELLA,3,3/21/11 11:46,5.95,12423,Belgium
573362,23458,DOLLY CABINET 3 DRAWERS ,2,10/30/11 13:06,14.95,12597,Spain
