InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
549118,22808,SET OF 6 T-LIGHTS EASTER CHICKS,6,4/6/11 13:18,2.95,14911,EIRE
539395,22625,RED KITCHEN SCALES,6,12/17/10 11:52,8.5,12471,Germany
571065,23389,SPACEBOY MINI BACKPACK,4,10/13/11 14:59,4.15,12613,Germany
541269,22504,CABIN BAG VINTAGE RETROSPOT,3,1/17/11 11:01,12.75,12626,Germany
577157,23512,EMBROIDERED RIBBON REEL ROSIE,6,11/18/11 9:58,2.08,12451,Switzerland
571034,22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,2,10/13/11 12:47,145,12359,Cyprus
548409,22745,POPPY'S PLAYHOUSE BEDROOM ,24,3/31/11 10:27,2.1,12731,France
557222,22089,PAPER BUNTING VINTAGE PAISLEY,12,6/17/11 13:14,2.95,14936,Channel Islands
565261,22569,FELTCRAFT CUSHION BUTTERFLY,4,9/2/11 10:53,3.75,12474,Germany
543989,21210,SET OF 72 RETROSPOT PAPER  DOILIES,192,2/15/11 9:52,1.25,12415,Australia
558113,21174,POTTERING IN THE SHED METAL SIGN,12,6/27/11 8:48,2.08,14911,EIRE
544355,22741,FUNKY DIVA PEN,48,2/18/11 10:53,0.85,12714,France
555162,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,6/1/11 10:15,3.25,12473,Germany
563355,21179,NO JUNK MAIL METAL SIGN,24,8/15/11 14:39,0.39,14156,EIRE
536532,22632,HAND WARMER RED RETROSPOT,12,12/1/10 13:24,2.1,12433,Norway
544474,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2/21/11 9:52,1.65,12423,Belgium
562046,21094,SET/6 RED SPOTTY PAPER PLATES,48,8/2/11 10:34,0.85,12378,Switzerland
557427,21917,SET 12 KIDS  WHITE CHALK STICKS,24,6/20/11 12:14,0.42,12429,Denmark
556953,23162,REGENCY TEA STRAINER,24,6/16/11 8:16,3.75,14911,EIRE
581266,23498,CLASSIC BICYCLE CLIPS ,12,12/8/11 11:25,1.45,12621,Germany
561332,22312,OFFICE MUG WARMER POLKADOT,12,7/26/11 14:25,2.95,13492,Switzerland
559441,21988,PACK OF 6 SKULL PAPER PLATES,12,7/8/11 12:22,0.85,12583,France
569998,22848,BREAD BIN DINER STYLE PINK,1,10/7/11 8:12,16.95,12540,Spain
543737,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,5,2/11/11 12:45,12.75,12477,Germany
567795,23108,SET OF 10 LED DOLLY LIGHTS,12,9/22/11 11:44,5.39,14646,Netherlands
570467,23167,SMALL CERAMIC TOP STORAGE JAR ,12,10/10/11 16:06,0.83,12607,USA
579492,22556,PLASTERS IN TIN CIRCUS PARADE ,24,11/29/11 15:23,1.65,12670,France
573173,22588,CARD HOLDER GINGHAM HEART,6,10/28/11 10:10,2.89,12362,Belgium
554139,22423,REGENCY CAKESTAND 3 TIER,4,5/23/11 10:34,12.75,14911,EIRE
571377,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,10/17/11 11:56,4.95,14911,EIRE
578140,22630,DOLLY GIRL LUNCH BOX,192,11/23/11 10:58,1.65,14646,Netherlands
565218,23245,SET OF 3 REGENCY CAKE TINS,4,9/1/11 17:45,4.95,12739,United Arab Emirates
576345,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,11/14/11 15:37,1.25,12374,Austria
578033,22726,ALARM CLOCK BAKELIKE GREEN,4,11/22/11 13:42,3.75,12656,France
562046,22852,DOG BOWL VINTAGE CREAM,4,8/2/11 10:34,4.25,12378,Switzerland
554134,22090,PAPER BUNTING RETROSPOT,40,5/23/11 9:48,2.55,12583,France
541975,22204,MILK PAN BLUE POLKADOT,4,1/24/11 14:24,3.75,,Hong Kong
560360,20984,12 PENCILS TALL TUBE POSY,24,7/18/11 11:55,0.29,12744,Singapore
544074,85194L,HANGING SPRING FLOWER EGG LARGE,36,2/15/11 14:49,0.85,14156,EIRE
562046,21967,PACK OF 12 SKULL TISSUES,24,8/2/11 10:34,0.29,12378,Switzerland
578698,22029,SPACEBOY BIRTHDAY CARD,12,11/25/11 10:20,0.42,12620,France
570674,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,10/11/11 14:59,2.95,14911,EIRE
547387,23049,RECYCLED ACAPULCO MAT RED,2,3/22/11 16:00,8.25,12539,Spain
579792,22662,LUNCH BAG DOLLY GIRL DESIGN,10,11/30/11 15:43,1.65,12714,France
565800,22627,MINT KITCHEN SCALES,2,9/7/11 10:23,8.5,14911,EIRE
576399,84991,60 TEATIME FAIRY CAKE CASES,24,11/15/11 10:50,0.55,12684,France
550313,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,4/17/11 11:21,3.25,12681,France
538093,20679,EDWARDIAN PARASOL RED,12,12/9/10 14:49,5.95,12682,France
549316,21881,CUTE CATS TAPE,12,4/8/11 9:54,0.65,12705,Germany
571937,23241,TREASURE TIN GYMKHANA DESIGN,48,10/20/11 9:28,1.85,14911,EIRE
559928,21395,BLUE POLKADOT BEAKER ,48,7/14/11 8:52,0.39,12405,Finland
564670,21196,ROUND WHITE CONFETTI IN TUBE,12,8/26/11 15:44,1.65,12683,France
570521,22113,GREY HEART HOT WATER BOTTLE,8,10/11/11 10:43,4.25,12371,Switzerland
571035,23245,SET OF 3 REGENCY CAKE TINS,4,10/13/11 12:50,4.95,12446,RSA
537368,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,12/6/10 12:40,1.25,14911,EIRE
581171,22028,PENNY FARTHING BIRTHDAY CARD,12,12/7/11 15:02,0.42,12615,France
563076,22158,3 HEARTS HANGING DECORATION RUSTIC,256,8/11/11 16:12,2.55,14646,Netherlands
572567,20723,STRAWBERRY CHARLOTTE BAG,10,10/25/11 10:27,0.85,12398,Switzerland
541138,22492,MINI PAINT SET VINTAGE ,36,1/14/11 10:42,0.65,12553,France
561898,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,7/31/11 15:25,0.29,12456,Switzerland
557263,21212,PACK OF 72 RETROSPOT CAKE CASES,120,6/19/11 11:08,0.42,14646,Netherlands
554104,22710,WRAP I LOVE LONDON ,25,5/22/11 14:03,0.42,12705,Germany
561627,22555,PLASTERS IN TIN STRONGMAN,12,7/28/11 14:08,1.65,12453,Austria
554325,20725,LUNCH BAG RED RETROSPOT,10,5/23/11 15:38,1.65,12621,Germany
570672,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,10/11/11 14:52,0.39,12536,France
555282,21238,RED RETROSPOT CUP,16,6/2/11 9:04,0.85,12709,Germany
581182,20831,GOLD PHOTO FRAME,12,12/7/11 15:56,0.79,12783,Portugal
566195,17038,PORCELAIN BUDAH INCENSE HOLDER,100,9/9/11 13:44,0.1,12433,Norway
543484,21749,LARGE RED RETROSPOT WINDMILL,6,2/9/11 10:11,2.1,12721,France
570793,22423,REGENCY CAKESTAND 3 TIER,4,10/12/11 12:08,12.75,12444,Norway
560922,72128,COLUMBIAN CANDLE ROUND,12,7/21/11 19:34,0.85,14911,EIRE
550201,23179,CLOCK MAGNET MUM'S KITCHEN,6,4/15/11 10:25,2.89,12769,Brazil
544468,21704,BAG 250g SWIRLY MARBLES,12,2/21/11 8:33,0.85,,EIRE
554938,22961,JAM MAKING SET PRINTED,12,5/27/11 13:34,1.45,12876,Belgium
552315,22984,CARD GINGHAM ROSE ,12,5/8/11 16:10,0.42,12700,France
577228,21446,12 RED ROSE PEG PLACE SETTINGS,3,11/18/11 12:07,1.25,12391,Cyprus
553206,23094,LE GRAND TRAY CHIC SET,4,5/16/11 8:16,12.5,14156,EIRE
567380,20674,GREEN POLKADOT BOWL,8,9/20/11 10:06,1.25,12620,France
563477,23173,REGENCY TEAPOT ROSES ,1,8/16/11 15:39,9.95,17097,Spain
573892,22726,ALARM CLOCK BAKELIKE GREEN,4,11/1/11 13:57,3.75,14911,EIRE
577054,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,11/17/11 14:19,1.25,13815,Germany
569844,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,10/6/11 13:30,1.45,12626,Germany
577228,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,11/18/11 12:07,2.95,12391,Cyprus
569866,23236,STORAGE TIN VINTAGE DOILY ,6,10/6/11 14:50,2.89,12757,Portugal
552978,22659,LUNCH BOX I LOVE LONDON,24,5/12/11 14:46,1.95,12590,Germany
571227,23159,SET OF 5 PANCAKE DAY MAGNETS,12,10/14/11 13:54,2.08,12477,Germany
555553,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,6/5/11 13:45,4.95,12662,Germany
560694,22663,JUMBO BAG DOLLY GIRL DESIGN,10,7/20/11 12:05,2.08,12757,Portugal
571239,21948,SET OF 6 CAKE CHOPSTICKS,12,10/14/11 14:54,1.25,12744,Singapore
557621,22423,REGENCY CAKESTAND 3 TIER,5,6/21/11 14:00,12.75,12444,Norway
570672,22634,CHILDS BREAKFAST SET SPACEBOY ,2,10/11/11 14:52,9.95,12536,France
570875,21535,RED RETROSPOT SMALL MILK JUG,6,10/12/11 17:00,2.55,12667,Finland
573286,21156,RETROSPOT CHILDRENS APRON,1,10/28/11 14:38,1.95,,Switzerland
541120,22938,CUPCAKE LACE PAPER SET 6,12,1/14/11 9:13,1.95,12490,France
563852,22457,NATURAL SLATE HEART CHALKBOARD ,6,8/19/11 15:18,2.95,12395,Belgium
577850,23213,STAR WREATH DECORATION WITH BELL,12,11/22/11 11:04,1.25,14911,EIRE
571745,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,10/19/11 10:48,0.55,14911,EIRE
543625,21981,PACK OF 12 WOODLAND TISSUES ,24,2/10/11 15:38,0.29,12583,France
570082,35964,FOLKART CLIP ON STARS,72,10/7/11 11:19,0.39,12524,Germany
556126,85053,FRENCH ENAMEL CANDLEHOLDER,6,6/9/11 10:23,2.1,14911,EIRE
556578,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,6/13/11 14:13,4.15,12472,Germany
549687,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,4/11/11 13:29,1.25,12363,Unspecified
570793,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,10/12/11 12:08,14.95,12444,Norway
554938,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,5/27/11 13:34,2.08,12876,Belgium
539676,85169D,PINK LOVE BIRD CANDLE,24,12/21/10 10:54,0.42,12423,Belgium
560590,22979,PANTRY WASHING UP BRUSH,12,7/19/11 15:55,1.45,12560,Germany
555383,22380,TOY TIDY SPACEBOY  ,3,6/2/11 15:13,2.1,12517,Germany
578140,23389,SPACEBOY MINI BACKPACK,100,11/23/11 10:58,3.75,14646,Netherlands
544479,21390,FILIGRIS HEART WITH BUTTERFLY,288,2/21/11 10:28,1.06,14646,Netherlands
569844,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,10/6/11 13:30,3.75,12626,Germany
563685,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,8/18/11 12:26,3.75,14911,EIRE
561037,21731,RED TOADSTOOL LED NIGHT LIGHT,12,7/24/11 11:55,1.65,12472,Germany
575661,22737,RIBBON REEL CHRISTMAS PRESENT ,4,11/10/11 14:39,1.65,12617,France
571556,23545,WRAP RED VINTAGE DOILY,25,10/18/11 9:24,0.42,12662,Germany
576394,23084,RABBIT NIGHT LIGHT,960,11/15/11 10:32,1.79,12415,Australia
539050,22940,FELTCRAFT CHRISTMAS FAIRY,1,12/15/10 16:21,4.25,12577,France
550188,22555,PLASTERS IN TIN STRONGMAN,12,4/14/11 18:57,1.65,12457,Switzerland
543411,84378,SET OF 3 HEART COOKIE CUTTERS,12,2/8/11 11:31,1.25,12576,Poland
552038,22502,PICNIC BASKET WICKER SMALL,48,5/6/11 8:08,4.95,14156,EIRE
565800,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,9/7/11 10:23,5.95,14911,EIRE
541932,22697,GREEN REGENCY TEACUP AND SAUCER,24,1/24/11 11:39,2.55,14439,Greece
541711,22344,PARTY PIZZA DISH PINK POLKADOT,24,1/21/11 11:18,0.21,14646,Netherlands
562046,23347,I LOVE LONDON BEAKER,12,8/2/11 10:34,1.25,12378,Switzerland
545657,22620,4 TRADITIONAL SPINNING TOPS,12,3/4/11 14:02,1.25,14911,EIRE
571559,23341,PINK DINER WALL CLOCK,2,10/18/11 9:32,8.5,14911,EIRE
541965,22037,ROBOT BIRTHDAY CARD,12,1/24/11 13:27,0.42,12625,Germany
547387,22970,LONDON BUS COFFEE MUG,6,3/22/11 16:00,2.55,12539,Spain
562046,21244,BLUE POLKADOT PLATE ,16,8/2/11 10:34,1.69,12378,Switzerland
546533,21132,SILVER STANDING GNOME   ,4,3/14/11 13:53,4.25,15388,Canada
542269,21498,RED RETROSPOT WRAP ,25,1/27/11 9:33,0.42,14442,Channel Islands
568103,23256,CHILDRENS CUTLERY SPACEBOY ,4,9/23/11 15:45,4.15,12518,Germany
570718,22331,WOODLAND PARTY BAG + STICKER SET,8,10/12/11 10:36,1.65,12518,Germany
547892,84987,SET OF 36 TEATIME PAPER DOILIES,12,3/28/11 10:15,1.45,12669,France
557621,22624,IVORY KITCHEN SCALES,4,6/21/11 14:00,8.5,12444,Norway
547722,22029,SPACEBOY BIRTHDAY CARD,12,3/25/11 10:19,0.42,12553,France
554104,23118,PARISIENNE JEWELLERY DRAWER ,2,5/22/11 14:03,7.5,12705,Germany
548409,22072,RED RETROSPOT TEA CUP AND SAUCER ,24,3/31/11 10:27,3.39,12731,France
554861,23084,RABBIT NIGHT LIGHT,6,5/27/11 10:29,2.08,12633,Germany
566776,23245,SET OF 3 REGENCY CAKE TINS,4,9/15/11 9:53,4.95,14911,EIRE
543188,21156,RETROSPOT CHILDRENS APRON,8,2/4/11 11:45,1.95,12567,France
555383,21213,PACK OF 72 SKULL CAKE CASES,3,6/2/11 15:13,0.55,12517,Germany
556517,84663A,GRASS HOPPER WOODEN WALL CLOCK ,3,6/13/11 10:52,5.95,12481,Germany
564650,23281,FOLDING BUTTERFLY MIRROR RED  ,192,8/26/11 14:17,0.72,14646,Netherlands
561094,23292,SPACEBOY CHILDRENS CUP,8,7/25/11 10:04,1.25,12474,Germany
549196,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,4/7/11 10:33,2.95,14911,EIRE
542629,85014B,RED RETROSPOT UMBRELLA,96,1/31/11 9:57,4.95,12731,France
569844,23345, DOLLY GIRL BEAKER,12,10/6/11 13:30,1.25,12626,Germany
576371,23131,MISTLETOE HEART WREATH CREAM,4,11/15/11 8:07,4.15,14911,EIRE
557232,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/17/11 14:28,4.15,12463,Belgium
561093,21733,RED HANGING HEART T-LIGHT HOLDER,12,7/25/11 10:01,2.95,12540,Spain
555933,22705,WRAP GREEN PEARS ,25,6/8/11 8:49,0.42,12567,France
567653,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,9/21/11 14:35,0.42,12550,Spain
562130,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,8/3/11 9:13,4.15,12750,Poland
571425,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,10/17/11 12:41,0.85,14911,EIRE
550145,85059,FRENCH ENAMEL WATER BASIN,4,4/14/11 14:15,3.75,12637,France
563776,21642,ASSORTED TUTTI FRUTTI PEN,24,8/19/11 11:23,0.29,12600,Germany
568654,22556,PLASTERS IN TIN CIRCUS PARADE ,12,9/28/11 12:20,1.65,14911,EIRE
576927,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,11/17/11 11:02,2.95,12567,France
554132,20676,RED RETROSPOT BOWL,8,5/23/11 9:43,1.25,12360,Austria
563353,23291,DOLLY GIRL CHILDRENS CUP,8,8/15/11 14:32,1.25,15480,Malta
567306,84997B,CHILDRENS CUTLERY RETROSPOT RED ,72,9/19/11 13:32,3.75,12752,Norway
551258,22077,6 RIBBONS RUSTIC CHARM,12,4/27/11 12:02,1.65,12621,Germany
554827,20719,WOODLAND CHARLOTTE BAG,200,5/26/11 15:19,0.72,14646,Netherlands
569739,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,10/6/11 10:48,1.45,14911,EIRE
569653,22972,CHILDREN'S SPACEBOY MUG,12,10/5/11 12:52,1.65,12451,Switzerland
562046,22619,SET OF 6 SOLDIER SKITTLES,8,8/2/11 10:34,3.75,12378,Switzerland
572567,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,10/25/11 10:27,1.25,12398,Switzerland
565295,23078,ICE CREAM PEN LIP GLOSS ,24,9/2/11 12:01,1.25,12794,Portugal
543828,22933,BAKING MOULD EASTER EGG MILK CHOC,12,2/14/11 9:45,2.95,14156,EIRE
548737,20726,LUNCH BAG WOODLAND,10,4/4/11 11:18,1.65,12682,France
561094,22046,TEA PARTY  WRAPPING PAPER ,25,7/25/11 10:04,0.42,12474,Germany
552315,22390,PAPERWEIGHT CHILDHOOD MEMORIES,6,5/8/11 16:10,2.55,12700,France
547086,23049,RECYCLED ACAPULCO MAT RED,8,3/20/11 15:46,8.25,12428,Finland
568651,20679,EDWARDIAN PARASOL RED,3,9/28/11 12:04,5.95,12362,Belgium
541220,22934,BAKING MOULD EASTER EGG WHITE CHOC,72,1/14/11 14:11,2.55,14156,EIRE
576602,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,12,11/15/11 15:20,3.75,14156,EIRE
579792,23211,RED ROCKING HORSE HAND PAINTED,24,11/30/11 15:43,1.25,12714,France
548718,21181,PLEASE ONE PERSON METAL SIGN,144,4/4/11 8:50,1.85,14156,EIRE
564184,84992,72 SWEETHEART FAIRY CAKE CASES,48,8/23/11 15:11,0.55,,EIRE
576890,23348,CHILDRENS TOY COOKING UTENSIL SET,6,11/16/11 17:25,2.08,12662,Germany
570666,23515,EMBROIDERED RIBBON REEL DAISY ,6,10/11/11 14:24,2.08,13919,Denmark
543179,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2/4/11 10:32,0.42,12754,Japan
560569,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,6,7/19/11 14:04,2.95,12480,Germany
573284,23247,BISCUIT TIN 50'S CHRISTMAS,6,10/28/11 14:27,2.89,13812,Germany
554134,23281,FOLDING BUTTERFLY MIRROR RED  ,24,5/23/11 9:48,0.83,12583,France
561870,21156,RETROSPOT CHILDRENS APRON,8,7/31/11 11:45,1.95,14911,EIRE
538826,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,3,12/14/10 12:58,6.75,12370,Cyprus
537594,22199,FRYING PAN RED RETROSPOT,24,12/7/10 12:28,3.75,12647,Germany
559557,23174,REGENCY SUGAR BOWL GREEN,4,7/11/11 10:33,4.15,17444,Canada
560590,23196,VINTAGE LEAF MAGNETIC NOTEPAD,12,7/19/11 15:55,1.45,12560,Germany
569844,23203,JUMBO BAG VINTAGE DOILY ,20,10/6/11 13:30,2.08,12626,Germany
559300,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,7/7/11 12:40,0.55,12471,Germany
568674,22832,BROCANTE SHELF WITH HOOKS,2,9/28/11 13:30,10.75,12708,Germany
558262,23199,JUMBO BAG APPLES,200,6/28/11 8:45,1.79,14646,Netherlands
580152,23545,WRAP RED VINTAGE DOILY,25,12/2/11 10:22,0.42,12364,Belgium
570674,21823,PAINTED METAL HEART WITH HOLLY BELL,24,10/11/11 14:59,0.39,14911,EIRE
577061,21733,RED HANGING HEART T-LIGHT HOLDER,12,11/17/11 14:40,2.95,14911,EIRE
