goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Chandler,AZ,33.33761078,-111.8584288,4,43,212,TRUE,beer_and_wine,quiet,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Phoenix,AZ,33.640232,-111.979545,3,47,212,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Charlotte,NC,35.0347508,-80.805043,4,118,212,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,FALSE
1,Phoenix,AZ,33.4803943,-112.0491027,4,106,212,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Goodyear,AZ,33.4536005,-112.3411847,3.5,28,212,TRUE,none,very_loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Gilbert,AZ,33.3616325,-111.7896774,4.5,106,212,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Madison,WI,43.07224384,-89.45233392,3.5,129,212,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Madison,WI,43.079822,-89.368671,3.5,168,212,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Tempe,AZ,33.391588,-111.938405,3.5,105,212,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.5675286,-112.0731019,4,64,212,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Henderson,NV,35.978702,-115.1549616,4,55,212,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Tempe,AZ,33.409798,-111.925934,4,31,212,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1010389,-115.2433403,3.5,66,212,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Verdun,QC,45.4596424,-73.567285,4,80,212,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Scottsdale,AZ,33.676764,-111.8967287,3,78,212,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,
1,Phoenix,AZ,33.6537043,-112.065019,4.5,63,212,TRUE,full_bar,,,3,,,,TRUE,,
0,Las Vegas,NV,36.1210391,-115.1719489,3.5,36,212,FALSE,none,,,1,,,,FALSE,,
0,Phoenix,AZ,33.6266195,-111.9956936,4.5,49,212,TRUE,none,,,2,,,,,,
0,Gilbert,AZ,33.3196813,-111.6891681,2,12,212,TRUE,none,,,2,,,,,,
0,Chandler,AZ,33.3371567,-111.8575853,3.5,12,212,TRUE,none,,,2,,,,,,
0,Surprise,AZ,33.61161269,-112.421068,3.5,18,212,TRUE,none,,,1,,TRUE,,,,
1,Charlotte,NC,35.2283983,-80.8548383,4,58,213,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Henderson,NV,36.0762625,-115.080961,4,63,213,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,TRUE,
1,Las Vegas,NV,36.1011972,-115.1724261,4,241,213,FALSE,full_bar,average,dressy,3,FALSE,TRUE,,FALSE,FALSE,FALSE
1,Phoenix,AZ,33.583924,-111.978526,3.5,96,213,TRUE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,TRUE,TRUE
1,Phoenix,AZ,33.507884,-112.045735,3.5,49,213,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,North Las Vegas,NV,36.23889647,-115.1474426,4,22,213,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.5099969,-111.9880736,3.5,102,213,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1615381,-115.2908583,2.5,23,213,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,33.37975656,-111.7409603,3,57,213,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
1,Avondale,AZ,33.465342,-112.278322,4,29,213,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Madison,WI,43.0805026,-89.3685664,4.5,178,213,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.331946,-111.980062,3,54,213,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Phoenix,AZ,33.655629,-111.929925,4,69,213,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.5959571,-112.0391851,3.5,82,213,FALSE,none,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.2207995,-80.8158754,4,145,213,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.12220542,-115.1686409,3.5,103,213,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.49618149,-111.9288101,3.5,55,213,FALSE,beer_and_wine,average,casual,2,FALSE,,,TRUE,,
0,Edinburgh,EDH,55.9469512,-3.1867799,4.5,56,213,TRUE,none,,,2,,,,FALSE,,
0,Henderson,NV,36.0274982,-115.0839455,3.5,21,213,TRUE,none,,,1,,TRUE,,,,
1,Las Vegas,NV,36.151297,-115.242763,4,33,214,TRUE,full_bar,loud,casual,1,FALSE,TRUE,yes,TRUE,FALSE,FALSE
0,Madison,WI,43.07457553,-89.37974441,4,125,214,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,FALSE
1,Gilbert,AZ,33.3358523,-111.8205495,3.5,73,214,FALSE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,,
1,Edinburgh,EDH,55.94608619,-3.205346283,3.5,65,214,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.5840139,-111.9222691,4.5,57,214,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.0857708,-115.1025992,4,97,214,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,,FALSE,TRUE,FALSE
1,Chandler,AZ,33.3058373,-111.9462863,4.5,68,214,FALSE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Chandler,AZ,33.2476514,-111.8411383,2.5,75,214,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.6122924,-112.0123285,4,93,214,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.1530812,-115.1509664,3.5,85,214,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.5814339,-111.8795353,3.5,106,214,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Goodyear,AZ,33.4634068,-112.3586381,3,79,214,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Goodyear,AZ,33.4598034,-112.3415576,3,68,214,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Scottsdale,AZ,33.54044678,-111.8889713,3.5,47,214,TRUE,beer_and_wine,average,casual,1,TRUE,,,TRUE,TRUE,
0,Glendale,AZ,33.6704382,-112.1879299,4,21,214,TRUE,none,,,1,,,,TRUE,,
0,Las Vegas,NV,36.20043016,-115.27985,4,46,214,TRUE,none,,,1,,,,FALSE,,
0,Las Vegas,NV,36.1302794,-115.1032455,4.5,70,214,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.05007049,-115.2434921,4.5,67,214,TRUE,none,,,2,,,,,,
0,Gila Bend,AZ,32.9437967,-112.7324551,4,10,214,TRUE,none,,,1,,,,,,
0,Charlotte,NC,35.063173,-80.7723,3,13,214,TRUE,none,,,2,,TRUE,,,,
1,Peoria,AZ,33.6290819,-112.238107,3.5,53,215,FALSE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Scottsdale,AZ,33.72739591,-111.8555598,3.5,120,215,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,TRUE
1,Phoenix,AZ,33.348162,-111.9819,3.5,22,215,TRUE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Peoria,AZ,33.6323985,-112.236734,3,85,215,TRUE,full_bar,average,casual,2,TRUE,TRUE,no,FALSE,TRUE,FALSE
1,Las Vegas,NV,36.06804227,-115.2975154,3,26,215,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.581228,-111.880641,3.5,75,215,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,FALSE
1,Scottsdale,AZ,33.5818749,-111.924828,4,106,215,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,TRUE
1,Glendale,AZ,33.5690224,-112.1845146,4,75,215,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.6115561,-111.8648155,4,80,215,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5211486,-73.5884149,4,189,215,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Charlotte,NC,35.226433,-80.84468,3.5,95,215,TRUE,full_bar,average,dressy,3,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.2910556,-115.2848169,4,44,215,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Pittsburgh,PA,40.4520989,-80.016762,3.5,75,215,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.20220201,-115.2418546,4,91,215,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Mesa,AZ,33.39382981,-111.599397,4,73,215,TRUE,full_bar,average,casual,2,FALSE,,,TRUE,TRUE,
1,Charlotte,NC,35.095942,-80.780188,4,33,215,TRUE,beer_and_wine,quiet,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,36.1693334,-115.1408524,3,29,215,TRUE,full_bar,very_loud,,2,,,yes,TRUE,,
1,Montreal,QC,45.50949684,-73.57111743,4,64,215,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
0,Charlotte,NC,35.1033096,-80.9869002,3.5,15,215,TRUE,none,,,2,,,,TRUE,,
0,Fort Mill,SC,35.0960557,-80.9341211,4.5,39,215,TRUE,none,,,2,,,,,,
0,Scottsdale,AZ,33.52384485,-111.899613,3,15,215,TRUE,none,,,2,,,,,,
0,Scottsdale,AZ,33.6340901,-111.9253782,4,13,215,TRUE,none,,,2,,,,,,
0,Peoria,AZ,33.680194,-112.239288,3.5,7,215,TRUE,none,,,2,,,,,,
0,Charlotte,NC,35.2477994,-80.8040482,5,50,215,TRUE,none,,,2,,TRUE,,,,
1,Pittsburgh,PA,40.432386,-80.015066,4,47,216,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Madison,WI,43.103498,-89.35019,3.5,60,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,FALSE,
1,Madison,WI,43.056786,-89.428984,3.5,193,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Tempe,AZ,33.362493,-111.929061,3.5,80,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.4952901,-112.202146,4,45,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.4895398,-112.0304894,4,127,216,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Las Vegas,NV,36.1057107,-115.2022722,3.5,117,216,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.10060967,-115.3146327,4.5,50,216,TRUE,none,quiet,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.0113116,-115.1747074,3.5,87,216,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.64488,-111.91648,4,105,216,TRUE,full_bar,average,casual,3,FALSE,FALSE,,TRUE,FALSE,
0,Tempe,AZ,33.3797032,-111.9299323,4,93,216,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Pittsburgh,PA,40.3934598,-80.0201357,4.5,32,216,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.0820114,-115.119644,4.5,42,216,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Tempe,AZ,33.4238154,-111.9403088,3.5,87,216,TRUE,none,loud,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Pittsburgh,PA,40.4375577,-79.92282,4,65,216,TRUE,none,loud,casual,1,FALSE,,,TRUE,FALSE,
0,Las Vegas,NV,36.16752618,-115.138435,4.5,68,216,TRUE,none,,,1,,TRUE,,,,
1,Tempe,AZ,33.424281,-111.924088,2.5,27,217,FALSE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Phoenix,AZ,33.5318417,-112.0479816,3.5,46,217,FALSE,full_bar,very_loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,36.2745727,-115.2531,3.5,22,217,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,TRUE,
1,Peoria,AZ,33.582685,-112.204254,3,14,217,TRUE,full_bar,average,casual,2,FALSE,FALSE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,36.108111,-115.136431,4.5,30,217,TRUE,full_bar,loud,casual,1,FALSE,FALSE,yes,FALSE,FALSE,
1,Gilbert,AZ,33.3193491,-111.8057928,4,74,217,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Phoenix,AZ,33.5093023,-112.0888223,3.5,130,217,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Mesa,AZ,33.3870582,-111.7881967,2.5,45,217,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.4477082,-112.070093,3.5,144,217,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,,TRUE,TRUE,TRUE
1,Las Vegas,NV,36.1595644,-115.2864495,3,32,217,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
1,Charlotte,NC,35.2310911,-80.8381685,4.5,72,217,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.159363,-115.135949,5,103,217,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.2182929,-115.2442251,4,89,217,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.226192,-80.8451709,4,68,217,TRUE,full_bar,average,dressy,3,FALSE,TRUE,,TRUE,TRUE,
1,Chandler,AZ,33.26386,-111.858318,3.5,85,217,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.5835147,-112.0131037,4.5,76,217,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Scottsdale,AZ,33.6099946,-111.9266533,4,107,217,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.5989732,-111.9816241,3.5,50,217,TRUE,full_bar,average,casual,2,FALSE,,,FALSE,FALSE,
1,Las Vegas,NV,36.09568392,-115.1748209,3.5,45,217,TRUE,full_bar,average,,2,,,yes,FALSE,,
1,Charlotte,NC,35.225324,-80.842187,3.5,51,217,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,36.1044875,-115.1767584,2,28,217,TRUE,none,,,2,,,,FALSE,,
0,Phoenix,AZ,33.4807298,-111.9924295,3,17,217,TRUE,none,,,1,,,,TRUE,,
0,Montral,QC,45.5239689,-73.60093117,4.5,123,217,TRUE,none,,,1,,,,TRUE,,
0,Phoenix,AZ,33.480239,-112.112083,2.5,13,217,TRUE,none,,,2,,,,TRUE,,
0,Henderson,NV,36.022302,-115.046604,2.5,10,217,TRUE,none,,,1,,,,,,
0,Pittsburgh,PA,40.454384,-79.981477,4.5,58,217,TRUE,none,,,2,,,,,,
0,Fort Mill,SC,35.061463,-80.9650414,4,22,217,TRUE,none,,,2,,TRUE,,,,
1,Las Vegas,NV,36.0416966,-115.1838488,3.5,46,218,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
1,Mesa,AZ,33.46779363,-111.6826384,4,85,218,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Las Vegas,NV,36.2140139,-115.2424449,4,8,218,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,,
1,Las Vegas,NV,36.057545,-115.1450717,2,30,218,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Henderson,NV,36.003868,-115.117593,3.5,72,218,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Homestead,PA,40.4071112,-79.91615,3,64,218,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.1181399,-115.135927,4,36,218,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
0,Scottsdale,AZ,33.6968147,-111.9160441,5,116,218,TRUE,none,,,1,,,,TRUE,,
0,Henderson,NV,36.00624876,-115.1125681,3,18,218,TRUE,none,,,1,,,,FALSE,,
0,Fort Mill,SC,35.0628996,-80.9932682,4,7,218,TRUE,none,,,2,,,,FALSE,,
0,Goodyear,AZ,33.4524996,-112.3420012,4.5,12,218,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.2980004,-115.2694685,4.5,4,218,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.2403948,-115.2499904,3,14,218,TRUE,none,,,3,,,,,,
0,Peoria,AZ,33.609227,-112.249845,4,4,218,TRUE,none,,,1,,,,,,
0,Tempe,AZ,33.42936471,-111.9060221,4,36,218,TRUE,none,,,2,,,,,,
0,Scottsdale,AZ,33.53767776,-111.9067154,3,9,218,TRUE,none,,,2,,,,,,
0,Charlotte,NC,35.220969,-80.944215,3,26,218,TRUE,none,,,2,,TRUE,,,,
1,Tempe,AZ,33.42216873,-111.9445038,3,68,219,FALSE,full_bar,average,casual,2,TRUE,TRUE,no,TRUE,TRUE,TRUE
1,Madison,WI,43.0747315,-89.3869838,3,74,219,TRUE,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,FALSE,
1,Las Vegas,NV,36.01096,-115.120573,4.5,75,219,TRUE,full_bar,average,casual,1,FALSE,TRUE,no,FALSE,TRUE,
1,Cave Creek,AZ,33.7428856,-111.9782706,2.5,50,219,FALSE,full_bar,average,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Charlotte,NC,35.101861,-80.991397,3,39,219,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,
1,Pittsburgh,PA,40.4378891,-79.92155457,3.5,112,219,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.625997,-111.9955378,3.5,19,219,TRUE,none,quiet,casual,1,FALSE,FALSE,,TRUE,FALSE,
1,Las Vegas,NV,36.0418801,-115.1703534,3.5,32,219,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Phoenix,AZ,33.5839404,-111.9787698,3.5,141,219,FALSE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Scottsdale,AZ,33.613425,-111.923871,4.5,111,219,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Henderson,NV,35.9975751,-115.1025425,4,87,219,FALSE,beer_and_wine,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.07081597,-80.84401701,4.5,67,219,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.480771,-112.09158,4,70,219,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,FALSE,TRUE,
1,Las Vegas,NV,36.2400356,-115.2493968,4,89,219,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.448935,-112.074859,4,17,219,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.2984179,-115.2799856,3.5,97,219,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1193389,-115.1717699,2.5,27,219,TRUE,none,very_loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.6391935,-112.0121148,4,119,219,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Scottsdale,AZ,33.494467,-111.908098,3,13,219,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,33.6653281,-112.2023941,4,45,219,TRUE,none,loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Concord,NC,35.370628,-80.715955,3.5,17,219,TRUE,none,loud,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Las Vegas,NV,36.107194,-115.1521048,4.5,61,219,FALSE,none,average,casual,2,FALSE,,,FALSE,FALSE,
1,Mesa,AZ,33.43524473,-111.8649095,3.5,51,219,TRUE,none,,casual,2,FALSE,,,,,
0,North Las Vegas,NV,36.1953822,-115.1205381,4,13,219,TRUE,none,,casual,2,,,,TRUE,,
0,Las Vegas,NV,36.114539,-115.195684,3,33,219,TRUE,none,,,2,,,,FALSE,,
0,Henderson,NV,36.005353,-115.080265,3.5,17,219,TRUE,none,,,2,FALSE,,,,,
0,Henderson,NV,36.002681,-115.107541,3.5,52,219,TRUE,none,,,1,,,,,,
0,Goodyear,AZ,33.459193,-112.358723,4,45,219,TRUE,none,,,2,,,,,,
0,Phoenix,AZ,33.5102068,-112.0272041,4,33,219,TRUE,none,,,2,,TRUE,,,,
1,Pittsburgh,PA,40.4290553,-79.9831387,4,80,220,TRUE,full_bar,loud,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Scottsdale,AZ,33.58282973,-111.8871027,2.5,84,220,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Pittsburgh,PA,40.438019,-79.954209,3.5,165,220,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,FALSE,TRUE,FALSE
1,Las Vegas,NV,36.0764558,-115.2087881,3.5,20,220,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,,
1,Tempe,AZ,33.3956605,-111.9396224,3.5,102,220,TRUE,full_bar,average,casual,1,FALSE,FALSE,,FALSE,TRUE,TRUE
0,Las Vegas,NV,36.1268238,-115.1657996,3.5,80,220,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Peoria,AZ,33.60999003,-112.2388963,3.5,70,220,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,TRUE
1,Avondale,AZ,33.4643237,-112.2733219,3,25,220,TRUE,beer_and_wine,loud,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Phoenix,AZ,33.508732,-112.043847,3.5,59,220,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1456254,-115.2431013,1.5,21,220,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.096698,-80.77871,3.5,62,220,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Surprise,AZ,33.6268195,-112.3931425,3.5,85,220,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Avondale,AZ,33.438656,-112.341394,3.5,110,220,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Mesa,AZ,33.385593,-111.689967,3,47,220,TRUE,full_bar,loud,casual,2,FALSE,FALSE,,TRUE,TRUE,
