goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Pittsburgh,PA,40.442228,-80.003107,3.5,8,3,TRUE,full_bar,average,dressy,2,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.295969,-80.79768,3.5,4,3,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Fountain Hills,AZ,33.594561,-111.7126629,3.5,5,3,FALSE,full_bar,quiet,casual,1,TRUE,TRUE,,FALSE,,
1,Sharpsburg,PA,40.495779,-79.928211,4.5,10,3,TRUE,full_bar,,casual,2,FALSE,FALSE,,,TRUE,
0,Charlotte,NC,35.33806,-80.8240579,2.5,6,3,TRUE,none,,casual,2,FALSE,TRUE,,FALSE,,
1,El Mirage,AZ,33.6091527,-112.3187531,2.5,4,3,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
1,Pittsburgh,PA,40.4517965,-79.9527148,3,21,3,FALSE,none,,casual,2,TRUE,TRUE,,FALSE,,
1,Montreal,QC,45.5081443,-73.5614061,4,9,3,FALSE,beer_and_wine,average,casual,2,,TRUE,,FALSE,,
0,Montreal,QC,45.5159409,-73.56569,3,7,3,TRUE,none,quiet,casual,3,TRUE,TRUE,,FALSE,,
1,Montreal,QC,45.5002828,-73.5734207,3.5,7,3,TRUE,none,quiet,casual,2,FALSE,TRUE,,TRUE,,
0,Montreal,QC,45.4692388,-73.6183098,3.5,6,3,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,,
0,Brossard,QC,45.473203,-73.47461,3.5,7,3,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.4935146,-112.1219894,3,4,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Montral,QC,45.545039,-73.6276595,4,5,3,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Scottsdale,AZ,33.4945672,-111.9222222,3.5,17,3,FALSE,full_bar,average,casual,3,FALSE,TRUE,,TRUE,,
1,Montral,QC,45.4982387,-73.6261052,4.5,5,3,TRUE,beer_and_wine,quiet,casual,3,,,,FALSE,FALSE,
1,Phoenix,AZ,33.5099747,-112.1783152,4.5,4,3,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
0,Wesley Chapel,NC,35.0071247,-80.6721082,4.5,6,3,TRUE,none,average,casual,1,,FALSE,,TRUE,TRUE,
1,Carnegie,PA,40.40747896,-80.08651726,4,4,3,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,,
1,Casa Grande,AZ,32.87892267,-111.7183721,2.5,9,3,TRUE,none,loud,casual,2,FALSE,TRUE,,TRUE,,
1,Charlotte,NC,35.234463,-80.933905,3.5,11,3,FALSE,full_bar,,casual,3,,TRUE,,FALSE,,
1,Montreal,QC,45.5204802,-73.5861932,3.5,4,3,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Saint-Laurent,QC,45.5228176,-73.6917266,2.5,8,3,TRUE,none,average,casual,2,TRUE,TRUE,,,,
0,Edinburgh,EDH,55.9579663,-3.2065139,4.5,10,3,TRUE,full_bar,,casual,2,FALSE,TRUE,,FALSE,,
1,Karlsruhe,BW,49.00895,8.39655,2.5,12,3,TRUE,full_bar,average,dressy,3,,,outdoor,TRUE,,
1,Brossard,QC,45.4678556,-73.4703972,4.5,6,3,FALSE,none,quiet,,1,,TRUE,no,FALSE,,
0,Brossard,QC,45.4508248,-73.4693246,4,5,3,TRUE,none,average,casual,,FALSE,,,FALSE,TRUE,
1,Dollard-des-Ormeaux,QC,45.4841441,-73.7942103,3.5,4,3,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Montral,QC,45.5093393,-73.5641017,2.5,5,3,FALSE,beer_and_wine,average,casual,2,,,,TRUE,TRUE,
1,Karlsruhe,BW,49.0102409,8.3978762,3,9,3,TRUE,beer_and_wine,,casual,3,TRUE,,outdoor,TRUE,,
1,Cambridge,ON,43.3839072,-80.3854377,4.5,4,3,TRUE,full_bar,average,,3,,,no,FALSE,,
1,Peoria,AZ,33.5811353,-112.2414304,5,4,3,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,,
1,Montreal,QC,45.5287689,-73.5785268,3.5,8,3,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,,
1,Laval,QC,45.5522936,-73.7578806,4,3,3,TRUE,full_bar,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.49516793,-112.1182567,3.5,5,3,TRUE,none,average,casual,1,,TRUE,,FALSE,,
1,Montral,QC,45.5319375,-73.6068528,4.5,4,3,TRUE,none,average,dressy,2,,FALSE,,,,
0,Las Vegas,NV,36.10373604,-115.1695357,1,4,3,TRUE,none,very_loud,casual,2,FALSE,,,FALSE,FALSE,
0,Matthews,NC,35.026377,-80.7630454,3,7,3,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
0,Phoenix,AZ,33.466237,-112.204726,1.5,3,3,TRUE,none,quiet,casual,1,FALSE,,,FALSE,TRUE,
1,Phoenix,AZ,33.6382871,-112.134828,4,4,3,FALSE,full_bar,,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Charlotte,NC,35.230194,-80.839336,3.5,11,3,FALSE,full_bar,,casual,2,FALSE,TRUE,outdoor,TRUE,,
1,Montreal,QC,45.5325883,-73.6113617,4.5,7,3,TRUE,none,average,casual,1,,FALSE,,FALSE,,
1,Edinburgh,EDH,55.9458773,-3.1844573,3.5,9,3,TRUE,none,average,casual,1,FALSE,,,FALSE,FALSE,
1,Madison,WI,43.117707,-89.3219359,3.5,4,3,TRUE,full_bar,quiet,,1,,TRUE,no,TRUE,,
0,Laval,QC,45.529044,-73.8208433,5,3,3,TRUE,none,quiet,dressy,4,FALSE,TRUE,,,,
1,Laval,QC,45.570008,-73.7384219,4.5,3,3,TRUE,none,average,casual,1,FALSE,FALSE,,,,
1,Madison,WI,43.0751909,-89.3898789,2,8,3,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Montreal,QC,45.5010482,-73.5722406,4.5,5,3,TRUE,none,average,casual,3,FALSE,FALSE,,FALSE,FALSE,
0,Charlotte,NC,35.21051,-80.690262,1,3,3,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Montral,QC,45.5217626,-73.5703669,4.5,3,3,TRUE,full_bar,quiet,casual,3,,TRUE,,FALSE,,
1,Cramond Bridge,EDH,55.9652042,-3.3173128,3.5,3,3,TRUE,full_bar,average,casual,2,,TRUE,,TRUE,,
1,Longueuil,QC,45.5203103,-73.4970113,3,3,3,TRUE,full_bar,quiet,casual,2,TRUE,FALSE,,FALSE,FALSE,
0,Pittsburgh,PA,40.4270707,-79.8905657,2.5,4,3,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
0,Montral,QC,45.52523316,-73.62511198,4,5,3,TRUE,full_bar,average,casual,2,,TRUE,,FALSE,,
1,Edinburgh,EDH,55.9354728,-3.2107497,3.5,3,3,TRUE,none,average,casual,2,,,,FALSE,,
1,Montral,QC,45.5316836,-73.5757405,2,3,3,TRUE,full_bar,very_loud,casual,3,FALSE,TRUE,,FALSE,FALSE,
1,Saint-Laurent,QC,45.51254,-73.6796902,4.5,5,3,TRUE,beer_and_wine,quiet,dressy,3,FALSE,FALSE,,TRUE,FALSE,
0,Peoria,AZ,33.744486,-112.335809,3,3,3,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,,TRUE,,
0,Brossard,QC,45.46194,-73.46543,3,4,3,TRUE,none,average,casual,2,,TRUE,,,,
1,Gilbert,AZ,33.301,-111.7456019,3,5,3,TRUE,full_bar,quiet,dressy,2,FALSE,FALSE,,TRUE,TRUE,
1,Montral,QC,45.515548,-73.5646532,3.5,3,3,TRUE,none,average,casual,2,FALSE,,,TRUE,FALSE,
1,Las Vegas,NV,36.13359896,-115.1907013,4.5,3,3,TRUE,full_bar,average,,1,,FALSE,yes,FALSE,,
1,Las Vegas,NV,36.121428,-115.169617,2.5,4,3,TRUE,none,average,casual,1,FALSE,FALSE,,,FALSE,
1,Montreal,QC,45.50361,-73.571405,2.5,3,3,TRUE,none,loud,casual,2,FALSE,,,FALSE,,
0,Madison,WI,43.055992,-89.3976859,3.5,4,3,FALSE,none,,casual,1,,TRUE,,TRUE,,
1,Charlotte,NC,35.095238,-80.779082,2,5,3,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,,
1,Montral,QC,45.5042993,-73.5716516,2.5,12,3,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Edinburgh,EDH,55.9321024,-3.2098185,5,3,3,TRUE,full_bar,loud,dressy,3,FALSE,TRUE,,FALSE,,
1,Edinburgh,EDH,55.9465384,-3.214105865,4.5,6,3,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Montral,QC,45.52479883,-73.71266268,3.5,5,3,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,,
1,Montral,QC,45.60151747,-73.57611818,5,3,3,TRUE,beer_and_wine,quiet,casual,1,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1011972,-115.1724261,4,9,3,TRUE,beer_and_wine,,casual,1,FALSE,FALSE,,FALSE,,
1,Las Vegas,NV,36.1122889,-115.297923,3.5,9,3,FALSE,beer_and_wine,,casual,1,FALSE,,,FALSE,,TRUE
1,Mc Farland,WI,42.99127,-89.307809,4.5,3,3,TRUE,full_bar,average,,1,,TRUE,,TRUE,,
1,Bellevue,PA,40.4956203,-80.0558117,2.5,4,3,TRUE,none,quiet,casual,1,TRUE,TRUE,,FALSE,,
0,Montral,QC,45.5086699,-73.5539925,3.5,6,3,TRUE,none,quiet,casual,3,FALSE,FALSE,,FALSE,,
1,Pittsburgh,PA,40.4528463,-79.9493314,2,12,3,TRUE,none,,casual,1,TRUE,,yes,TRUE,,
1,Karlsruhe,BW,48.9974,8.46465,3,36,3,TRUE,beer_and_wine,,casual,2,TRUE,,outdoor,TRUE,,TRUE
1,Las Vegas,NV,36.1142792,-115.1616862,4,7,3,TRUE,full_bar,average,,2,,FALSE,outdoor,TRUE,,
1,Dollard-Des Ormeaux,QC,45.48503257,-73.79639009,2.5,4,3,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
0,Apache Junction,AZ,33.435696,-111.548809,3,9,3,FALSE,none,average,casual,3,FALSE,FALSE,,,FALSE,
0,Tempe,AZ,33.4075321,-111.9471429,3,11,3,TRUE,none,,casual,1,TRUE,TRUE,,FALSE,,TRUE
1,Charlotte,NC,35.194894,-80.767442,3,10,3,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,,FALSE,,FALSE
1,Las Vegas,NV,36.290462,-115.288456,1.5,5,3,FALSE,none,,casual,2,,,,FALSE,,
1,Phoenix,AZ,33.56910164,-111.8901085,3.5,13,3,TRUE,none,loud,,2,FALSE,FALSE,,TRUE,TRUE,
1,Henderson,NV,35.9607337,-114.939821,4.5,5,3,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,,
1,Brossard,QC,45.4697497,-73.468157,4.5,5,3,TRUE,none,,casual,2,FALSE,,,TRUE,,
1,Glendale,AZ,33.6108216,-112.1525294,4,4,3,TRUE,none,average,,1,,TRUE,,FALSE,,
1,Pittsburgh,PA,40.4402643,-79.9563984,3,13,3,FALSE,none,,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Madison,WI,43.0747342,-89.3815311,3,15,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,FALSE
1,Mesa,AZ,33.376439,-111.858669,3,9,3,TRUE,none,,casual,2,TRUE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.678615,-111.9746066,3.5,7,3,FALSE,full_bar,,casual,2,FALSE,,,TRUE,,
0,Montreal,QC,45.4969853,-73.5749378,4.5,4,3,TRUE,none,,casual,,,TRUE,,TRUE,,
1,Verdun,QC,45.4687533,-73.568569,3.5,3,3,TRUE,full_bar,,casual,1,TRUE,,,FALSE,,
1,Edinburgh,EDH,55.9569846,-3.185681105,3.5,10,3,TRUE,full_bar,,,2,,TRUE,outdoor,TRUE,,
1,Edinburgh,EDH,55.9577627,-3.1849842,3.5,6,3,TRUE,full_bar,average,casual,3,,TRUE,,,,
1,Montral,QC,45.505987,-73.52502,3,4,3,TRUE,beer_and_wine,,casual,2,FALSE,,,FALSE,,
1,Waunakee,WI,43.169147,-89.537863,3,4,3,TRUE,full_bar,,,1,,TRUE,,TRUE,,
1,Las Vegas,NV,36.124423,-115.146372,3.5,24,3,FALSE,full_bar,quiet,casual,2,,TRUE,,FALSE,,
1,Edinburgh,EDH,55.943618,-3.2029038,3.5,17,3,TRUE,full_bar,,,2,,,,TRUE,TRUE,
0,Edinburgh,EDH,55.949632,-3.186636,3.5,7,3,TRUE,beer_and_wine,,,,,,,TRUE,,
0,Montreal,QC,45.4783659,-73.6203434,3,3,3,TRUE,none,average,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.5095797,-112.0258966,3.5,25,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
0,Glendale,AZ,33.6538701,-112.1862718,3,6,3,TRUE,none,,casual,2,TRUE,FALSE,,FALSE,,
1,Scottsdale,AZ,33.6757566,-111.9253764,3.5,13,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
1,Peoria,AZ,33.6962917,-112.2550702,3.5,3,3,FALSE,full_bar,,casual,1,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.1144864,-115.1216788,3,15,3,FALSE,full_bar,,casual,3,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.228417,-80.841415,3.5,33,3,FALSE,full_bar,,casual,3,FALSE,FALSE,,TRUE,,
1,Scottsdale,AZ,33.6357834,-111.9253272,2.5,7,3,FALSE,none,,casual,1,FALSE,TRUE,,TRUE,,
1,Middleton,WI,43.1054335,-89.5106336,3.5,9,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,FALSE,,
1,Scottsdale,AZ,33.5825532,-111.9301931,4,32,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.089494,-115.138026,3,29,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,FALSE,,
1,Glendale,AZ,33.578533,-112.152357,3,11,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.297603,-81.0161715,3,20,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
0,Phoenix,AZ,33.458871,-112.077177,2,12,3,FALSE,none,,casual,2,TRUE,TRUE,,TRUE,,
1,Surprise,AZ,33.6385213,-112.331276,4,16,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
1,Phoenix,AZ,33.4577071,-112.0686109,3.5,40,3,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
1,Urbana,IL,40.112708,-88.209562,3,33,3,FALSE,full_bar,,casual,2,FALSE,FALSE,,FALSE,,
1,Surprise,AZ,33.6266793,-112.393776,4,8,3,FALSE,none,,casual,1,FALSE,FALSE,,FALSE,,
0,Laveen,AZ,33.3779753,-112.1723199,1.5,3,3,FALSE,none,,casual,1,FALSE,FALSE,,,FALSE,
1,Mesa,AZ,33.3930855,-111.8767174,3.5,6,3,FALSE,none,,casual,2,TRUE,TRUE,,FALSE,,
1,Karlsruhe,BW,49.0057518,8.3721617,4,8,3,TRUE,full_bar,average,casual,2,TRUE,TRUE,no,TRUE,TRUE,
1,Edinburgh,EDH,55.9473465,-3.1849185,4,12,3,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,,
1,Dollard-des-Ormeaux,QC,45.4841134,-73.8059717,2.5,3,3,TRUE,none,quiet,casual,3,FALSE,TRUE,,TRUE,,
1,Mesa,AZ,33.4159,-111.793652,3.5,6,3,FALSE,full_bar,,,,FALSE,FALSE,,TRUE,,
0,Pittsburgh,PA,40.4288326,-79.982204,2.5,10,3,TRUE,none,,casual,1,TRUE,FALSE,,FALSE,FALSE,
1,Monona,WI,43.0547023,-89.3255234,4,3,3,FALSE,none,quiet,casual,1,TRUE,TRUE,,FALSE,,
