InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567756,23295,SET OF 12 MINI LOAF BAKING CASES,56,9/22/11 10:52,0.83,12678,France
553148,23256,CHILDRENS CUTLERY SPACEBOY ,8,5/13/11 14:09,4.15,,Hong Kong
558067,22384,LUNCH BAG PINK POLKADOT,20,6/24/11 15:51,1.65,14156,EIRE
578811,22650,CERAMIC PIRATE CHEST MONEY BANK,24,11/25/11 13:28,1.45,12438,Norway
573868,23390,DOLLY GIRL MINI BACKPACK,4,11/1/11 12:18,4.15,12491,France
548011,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,120,3/29/11 11:14,2.1,14646,Netherlands
546434,22501,PICNIC BASKET WICKER LARGE,2,3/14/11 8:41,9.95,12383,Belgium
562602,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,8/8/11 10:11,6.95,12865,Austria
567530,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,9/21/11 9:33,2.95,12390,Belgium
578626,21485,RETROSPOT HEART HOT WATER BOTTLE,6,11/24/11 15:38,4.95,12709,Germany
577850,22576,SWALLOW WOODEN CHRISTMAS DECORATION,12,11/22/11 11:04,0.85,14911,EIRE
554826,22384,LUNCH BAG PINK POLKADOT,10,5/26/11 14:53,1.65,12493,France
542080,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,1/25/11 12:16,3.75,13815,Germany
561037,22551,PLASTERS IN TIN SPACEBOY,12,7/24/11 11:55,1.65,12472,Germany
561093,21844,RED RETROSPOT MUG,18,7/25/11 10:01,2.95,12540,Spain
552978,20725,LUNCH BAG RED RETROSPOT,100,5/12/11 14:46,1.45,12590,Germany
540469,22820,GIFT BAG BIRTHDAY,12,1/7/11 14:04,0.65,12484,Spain
565218,22507,MEMO BOARD RETROSPOT  DESIGN,4,9/1/11 17:45,4.95,12739,United Arab Emirates
565930,22745,POPPY'S PLAYHOUSE BEDROOM ,6,9/8/11 10:32,2.1,12685,France
541711,22382,LUNCH BAG SPACEBOY DESIGN ,100,1/21/11 11:18,1.45,14646,Netherlands
543114,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2/3/11 13:26,4.95,14156,EIRE
546533,71459,HANGING JAM JAR T-LIGHT HOLDER,12,3/14/11 13:53,0.85,15388,Canada
578472,20750,RED RETROSPOT MINI CASES,3,11/24/11 12:40,7.95,12476,Germany
577299,20728,LUNCH BAG CARS BLUE,20,11/18/11 12:52,1.65,12498,Germany
552262,23177,TREASURE ISLAND BOOK BOX,8,5/8/11 11:37,2.25,14911,EIRE
559928,20750,RED RETROSPOT MINI CASES,10,7/14/11 8:52,7.95,12405,Finland
568554,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,9/27/11 15:31,0.55,12455,Spain
565801,22382,LUNCH BAG SPACEBOY DESIGN ,10,9/7/11 10:28,1.65,12685,France
539466,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,12/19/10 12:46,0.42,12668,Germany
552878,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,5/12/11 9:54,2.55,12625,Germany
560876,15060B,FAIRY CAKE DESIGN UMBRELLA,4,7/21/11 15:14,3.75,12626,Germany
550145,23053,RECYCLED ACAPULCO MAT PINK,4,4/14/11 14:15,8.25,12637,France
557136,23159,SET OF 5 PANCAKE DAY MAGNETS,12,6/17/11 9:23,2.08,14911,EIRE
558628,23292,SPACEBOY CHILDRENS CUP,8,6/30/11 17:59,1.25,12626,Germany
541115,22314,OFFICE MUG WARMER CHOC+BLUE,12,1/13/11 15:34,2.95,12578,Italy
561194,21212,PACK OF 72 RETROSPOT CAKE CASES,24,7/25/11 13:54,0.55,13814,Germany
563100,23345, DOLLY GIRL BEAKER,12,8/12/11 9:57,1.25,12381,Norway
565475,82583,HOT BATHS METAL SIGN,72,9/5/11 10:47,1.85,14156,EIRE
577152,22908,PACK OF 20 NAPKINS RED APPLES,12,11/18/11 9:53,0.85,14277,France
546236,22569,FELTCRAFT CUSHION BUTTERFLY,4,3/10/11 12:48,3.75,12370,Cyprus
563749,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,8/19/11 10:10,2.55,12360,Austria
558045,22961,JAM MAKING SET PRINTED,36,6/24/11 13:35,1.45,12615,France
543179,22268,EASTER DECORATION SITTING BUNNY,1,2/4/11 10:31,0.85,12754,Japan
556259,21936,RED RETROSPOT PICNIC BAG,5,6/9/11 17:53,2.95,12721,France
574740,20677,PINK POLKADOT BOWL,16,11/6/11 16:07,1.25,12357,Switzerland
550162,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,4/14/11 16:23,2.25,12569,Germany
574506,23202,JUMBO BAG VINTAGE LEAF,1,11/4/11 13:24,2.08,12577,France
555383,21933,PINK VINTAGE PAISLEY PICNIC BAG,4,6/2/11 15:13,1.65,12517,Germany
572680,85014A,BLACK/BLUE POLKADOT UMBRELLA,4,10/25/11 13:48,5.95,,Portugal
560283,22427,ENAMEL FLOWER JUG CREAM,3,7/18/11 8:32,5.95,,EIRE
567197,22667,RECIPE BOX RETROSPOT ,6,9/19/11 10:10,2.95,14934,Channel Islands
546875,22356,CHARLOTTE BAG PINK POLKADOT,10,3/17/11 16:38,0.85,12514,Italy
578099,22781,GUMBALL MAGAZINE RACK,6,11/23/11 8:05,7.65,12452,Switzerland
547387,22926,IVORY GIANT GARDEN THERMOMETER,2,3/22/11 16:00,5.95,12539,Spain
542911,21499,BLUE POLKADOT WRAP,25,2/1/11 15:41,0.42,12676,Sweden
575728,23311,VINTAGE CHRISTMAS STOCKING ,24,11/10/11 19:40,2.55,14911,EIRE
558871,20728,LUNCH BAG CARS BLUE,100,7/4/11 13:19,1.45,12557,Spain
540365,21086,SET/6 RED SPOTTY PAPER CUPS,12,1/6/11 16:12,0.65,12413,France
540519,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,1/9/11 12:12,2.95,12793,Portugal
568798,20749,ASSORTED COLOUR MINI CASES,2,9/29/11 10:23,7.95,12615,France
577121,23101,SILVER STARS TABLE DECORATION,24,11/17/11 18:29,0.83,12681,France
563613,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,8/18/11 8:49,1.65,12688,Israel
552956,21481,FAWN BLUE HOT WATER BOTTLE,6,5/12/11 12:34,2.95,12431,Australia
571318,21210,SET OF 72 RETROSPOT PAPER  DOILIES,192,10/17/11 10:50,1.45,17404,Sweden
539320,22896,PEG BAG APPLES DESIGN,12,12/16/10 19:16,2.55,14911,EIRE
571705,22752,SET 7 BABUSHKA NESTING BOXES,2,10/18/11 15:22,8.5,12360,Austria
581193,23454,THREE MINI HANGING FRAMES,1,12/7/11 17:05,4.15,17097,Spain
557222,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,6/17/11 13:14,1.25,14936,Channel Islands
566054,22629,SPACEBOY LUNCH BOX ,12,9/8/11 15:04,1.95,12592,Germany
569640,23158,SET OF 5 LUCKY CAT MAGNETS ,12,10/5/11 12:25,2.08,12471,Germany
546091,84991,60 TEATIME FAIRY CAKE CASES,24,3/9/11 11:53,0.55,14936,Channel Islands
543114,22469,HEART OF WICKER SMALL,12,2/3/11 13:26,1.65,14156,EIRE
555107,22466,FAIRY TALE COTTAGE NIGHTLIGHT,24,5/31/11 14:14,1.95,12594,Italy
560783,22446,PIN CUSHION BABUSHKA PINK,6,7/21/11 10:24,3.35,15108,European Community
545301,22629,SPACEBOY LUNCH BOX ,12,3/1/11 12:26,1.95,12679,France
559521,23256,CHILDRENS CUTLERY SPACEBOY ,5,7/8/11 16:26,4.15,,Unspecified
581006,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,12/7/11 8:45,1.65,14911,EIRE
555739,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,6/7/11 9:49,4.15,12380,Belgium
567378,22303,COFFEE MUG APPLES DESIGN,6,9/20/11 10:01,2.55,14911,EIRE
540480,21871,SAVE THE PLANET MUG,12,1/7/11 15:27,1.25,12480,Germany
581179,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,24,12/7/11 15:43,0.65,12471,Germany
546434,22487,WHITE WOOD GARDEN PLANT LADDER,1,3/14/11 8:41,9.95,12383,Belgium
555547,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,6/5/11 13:13,1.65,12681,France
571559,20728,LUNCH BAG CARS BLUE,20,10/18/11 9:32,1.65,14911,EIRE
577126,22437,SET OF 9 BLACK SKULL BALLOONS,20,11/17/11 19:22,0.85,12406,Denmark
557147,47518F,ICON PLACEMAT POP ART ELVIS,24,6/17/11 10:51,0.12,12408,Belgium
541518,21439,BASKET OF TOADSTOOLS,36,1/19/11 9:05,1.25,12451,Switzerland
556507,23008,DOLLY GIRL BABY GIFT SET,4,6/13/11 9:55,16.95,12567,France
561911,22989,SET 2 PANTRY DESIGN TEA TOWELS,6,8/1/11 10:26,3.25,12534,Germany
540835,22383,LUNCH BAG SUKI  DESIGN ,10,1/11/11 15:00,1.65,12724,France
546252,23231,WRAP DOILEY DESIGN,25,3/10/11 14:42,0.42,14930,Channel Islands
538525,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,36,12/13/10 9:39,2.55,12540,Spain
545579,35912B,WHITE/PINK CHICK DECORATION,12,3/4/11 8:10,1.25,17508,Greece
553161,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,5/13/11 15:48,0.29,12681,France
569653,21981,PACK OF 12 WOODLAND TISSUES ,24,10/5/11 12:52,0.39,12451,Switzerland
578811,21232,STRAWBERRY CERAMIC TRINKET POT,12,11/25/11 13:28,1.25,12438,Norway
558262,20723,STRAWBERRY CHARLOTTE BAG,100,6/28/11 8:45,0.72,14646,Netherlands
560360,22571,ROCKING HORSE RED CHRISTMAS ,48,7/18/11 11:55,0.85,12744,Singapore
577609,22071,SMALL WHITE RETROSPOT MUG IN BOX ,6,11/21/11 9:51,3.75,12349,Italy
569844,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,10/6/11 13:30,1.45,12626,Germany
557466,22279,POCKET BAG BLUE PAISLEY RED SPOT,12,6/20/11 13:08,1.25,13815,Germany
581175,23390,DOLLY GIRL MINI BACKPACK,50,12/7/11 15:16,3.75,14646,Netherlands
571697,22382,LUNCH BAG SPACEBOY DESIGN ,10,10/18/11 14:49,1.65,12759,Netherlands
554137,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,5/23/11 10:13,2.95,12708,Germany
544200,20724,RED RETROSPOT CHARLOTTE BAG,10,2/17/11 10:08,0.85,12494,France
554363,20726,LUNCH BAG WOODLAND,10,5/24/11 10:19,1.65,12647,Germany
556917,21976,PACK OF 60 MUSHROOM CAKE CASES,240,6/15/11 13:37,0.42,12415,Australia
540351,22650,CERAMIC PIRATE CHEST MONEY BANK,12,1/6/11 14:26,1.45,12735,France
556927,84992,72 SWEETHEART FAIRY CAKE CASES,120,6/15/11 14:47,0.42,14156,EIRE
569866,22477,WATERING CAN GARDEN MARKER,3,10/6/11 14:50,1.25,12757,Portugal
567293,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,9/19/11 12:01,3.25,12640,France
543055,21318,GLASS CHALICE BLUE SMALL ,6,2/3/11 10:41,1.65,12502,Spain
546091,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,3/9/11 11:53,1.95,14936,Channel Islands
579870,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,11/30/11 16:47,8.25,12437,France
555147,21328,BALLOONS  WRITING SET ,12,5/31/11 15:41,1.65,13505,Switzerland
549222,22196,SMALL HEART MEASURING SPOONS,12,4/7/11 10:43,0.85,12347,Iceland
539957,22316,200 BENDY SKULL STRAWS,12,12/23/10 12:58,1.25,12585,Germany
563355,21889,WOODEN BOX OF DOMINOES,12,8/15/11 14:39,1.25,14156,EIRE
559899,37446,MINI CAKE STAND WITH HANGING CAKES,8,7/13/11 12:24,1.45,12528,Germany
570672,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,10/11/11 14:52,1.45,12536,France
538525,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,12/13/10 9:39,9.95,12540,Spain
559557,84665,SQUARE CHERRY BLOSSOM CABINET,4,7/11/11 10:33,5.95,17444,Canada
547005,22973,CHILDREN'S CIRCUS PARADE MUG,12,3/18/11 14:20,1.65,12474,Germany
561658,22750,FELTCRAFT PRINCESS LOLA DOLL,1,7/28/11 16:06,3.75,12743,Unspecified
541576,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,1/19/11 13:32,9.95,17097,Spain
565239,23445,ICE CREAM BUBBLES,20,9/2/11 9:51,0.83,12670,France
539957,84988,SET OF 72 PINK HEART PAPER DOILIES,12,12/23/10 12:58,1.45,12585,Germany
553838,84978,HANGING HEART JAR T-LIGHT HOLDER,12,5/19/11 12:10,1.25,12620,France
537246,21931,JUMBO STORAGE BAG SUKI,10,12/6/10 10:27,1.95,12808,Portugal
554106,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,5/22/11 14:05,2.95,12710,Germany
574301,20749,ASSORTED COLOUR MINI CASES,4,11/3/11 16:15,7.95,12544,Spain
568221,23118,PARISIENNE JEWELLERY DRAWER ,2,9/26/11 10:05,7.5,14911,EIRE
568699,21731,RED TOADSTOOL LED NIGHT LIGHT,12,9/28/11 14:58,1.65,12352,Norway
537250,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,12/6/10 10:43,2.95,12708,Germany
562560,22654,DELUXE SEWING KIT ,3,8/5/11 17:12,5.95,14156,EIRE
576051,22960,JAM MAKING SET WITH JARS,24,11/13/11 14:45,3.75,14911,EIRE
557295,20728,LUNCH BAG CARS BLUE,10,6/19/11 13:37,1.65,12724,France
561798,84988,SET OF 72 PINK HEART PAPER DOILIES,12,7/29/11 13:39,1.45,14911,EIRE
555936,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,6/8/11 9:16,1.65,12567,France
570467,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,10/10/11 16:06,4.95,12607,USA
554861,22908,PACK OF 20 NAPKINS RED APPLES,12,5/27/11 10:29,0.85,12633,Germany
570388,23170,REGENCY TEA PLATE ROSES ,12,10/10/11 12:37,1.65,14911,EIRE
570841,23389,SPACEBOY MINI BACKPACK,4,10/12/11 14:18,4.15,12553,France
556305,22083,PAPER CHAIN KIT RETROSPOT,80,6/10/11 10:38,2.55,12643,France
568001,23154,SET OF 4 JAM JAR MAGNETS,12,9/23/11 11:35,2.08,12540,Spain
552315,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,5/8/11 16:10,1.25,12700,France
573153,22386,JUMBO BAG PINK POLKADOT,300,10/28/11 7:39,1.79,12678,France
563613,23298,SPOTTY BUNTING,3,8/18/11 8:49,4.95,12688,Israel
540642,22781,GUMBALL MAGAZINE RACK,6,1/10/11 13:22,7.65,12681,France
558046,23183,MOTHER'S KITCHEN SPOON REST ,6,6/24/11 13:47,3.75,,EIRE
577609,22704,WRAP RED APPLES ,25,11/21/11 9:51,0.42,12349,Italy
580986,22757,LARGE RED BABUSHKA NOTEBOOK ,12,12/6/11 16:34,0.39,12650,France
545533,22438,BALLOON ART MAKE YOUR OWN FLOWERS,10,3/3/11 14:04,1.95,12524,Germany
537626,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,12/7/10 14:57,1.25,12347,Iceland
540458,21243,PINK  POLKADOT PLATE ,8,1/7/11 12:28,1.69,12501,Germany
563613,22343,PARTY PIZZA DISH RED RETROSPOT,12,8/18/11 8:49,0.85,12688,Israel
547492,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,3/23/11 12:06,2.1,12604,France
536370,21724,PANDA AND BUNNIES STICKER SHEET,12,12/1/10 8:45,0.85,12583,France
552013,21094,SET/6 RED SPOTTY PAPER PLATES,24,5/5/11 17:34,0.85,12451,Switzerland
539435,20750,RED RETROSPOT MINI CASES,4,12/17/10 14:46,7.95,12691,France
544483,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2/21/11 10:53,0.65,12524,Germany
575734,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,11/11/11 8:39,1.25,12384,Switzerland
559372,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,12,7/8/11 10:23,0.39,12461,Switzerland
556060,22666,RECIPE BOX PANTRY YELLOW DESIGN,72,6/8/11 14:03,2.55,14911,EIRE
563753,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,8/19/11 10:51,2.55,12513,France
573362,23263,SET OF 3 WOODEN HEART DECORATIONS,12,10/30/11 13:06,1.25,12597,Spain
559058,21843,RED RETROSPOT CAKE STAND,2,7/6/11 9:49,10.95,12407,Belgium
570703,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,10/12/11 9:50,1.95,14911,EIRE
567280,22847,BREAD BIN DINER STYLE IVORY,8,9/19/11 11:46,14.95,14646,Netherlands
543989,22635,CHILDS BREAKFAST SET DOLLY GIRL ,16,2/15/11 9:52,8.5,12415,Australia
575486,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,11/9/11 17:07,0.55,14911,EIRE
540458,22138,BAKING SET 9 PIECE RETROSPOT ,3,1/7/11 12:28,4.95,12501,Germany
562046,21239,PINK  POLKADOT CUP,8,8/2/11 10:34,0.85,12378,Switzerland
555947,21287,SCENTED VELVET LOUNGE CANDLE ,72,6/8/11 10:45,0.38,14911,EIRE
565865,23207,LUNCH BAG ALPHABET DESIGN,10,9/7/11 15:07,1.65,12637,France
538003,22365,DOORMAT RESPECTABLE HOUSE,2,12/9/10 12:05,7.95,12429,Denmark
570672,23176,ABC TREASURE BOOK BOX ,8,10/11/11 14:52,2.25,12536,France
558813,20726,LUNCH BAG WOODLAND,10,7/4/11 11:42,1.65,12682,France
541138,22355,CHARLOTTE BAG SUKI DESIGN,20,1/14/11 10:42,0.85,12553,France
565930,22930,BAKING MOULD HEART MILK CHOCOLATE,6,9/8/11 10:32,2.55,12685,France
562537,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,8/5/11 15:02,2.1,12517,Germany
545227,16156S,WRAP PINK FAIRY CAKES ,25,3/1/11 9:35,0.42,12428,Finland
562045,23296,SET OF 6 TEA TIME BAKING CASES,8,8/2/11 10:33,1.25,12644,Germany
553017,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2,5/12/11 19:01,3.75,12757,Portugal
563614,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,216,8/18/11 8:51,0.72,12415,Australia
572035,23118,PARISIENNE JEWELLERY DRAWER ,16,10/20/11 12:03,6.65,14646,Netherlands
572065,23189,SET OF 12 FORK CANDLES,1,10/20/11 13:06,2.89,12556,Spain
574506,21372,MIRRORED WALL ART TABLE LAMP,1,11/4/11 13:24,0.75,12577,France
541711,22963,JAM JAR WITH GREEN LID,12,1/21/11 11:18,0.85,14646,Netherlands
552543,84991,60 TEATIME FAIRY CAKE CASES,48,5/10/11 10:22,0.55,12399,Belgium
536974,20749,ASSORTED COLOUR MINI CASES,2,12/3/10 13:59,7.95,12682,France
570388,23526,WALL ART DOG LICENCE ,4,10/10/11 12:37,5.95,14911,EIRE
565748,22940,FELTCRAFT CHRISTMAS FAIRY,12,9/6/11 12:38,4.25,14156,EIRE
570672,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,10/11/11 14:52,2.95,12536,France
569640,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,36,10/5/11 12:25,1.45,12471,Germany
573036,22778,GLASS CLOCHE SMALL,4,10/27/11 13:44,3.95,12437,France
571937,21386,IVORY HANGING DECORATION  EGG,24,10/20/11 9:28,0.19,14911,EIRE
541518,85049E,SCANDINAVIAN REDS RIBBONS,36,1/19/11 9:05,1.25,12451,Switzerland
542586,22021,BLUE FELT EASTER EGG BASKET,6,1/28/11 15:45,1.65,12377,Switzerland
577067,22597,MUSICAL ZINC HEART DECORATION ,72,11/17/11 14:49,0.29,12704,Finland
550960,21249,WOODLAND  HEIGHT CHART STICKERS ,6,4/21/11 16:39,2.95,12622,Germany
554147,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,5/23/11 10:48,2.55,12423,Belgium
576894,22747,POPPY'S PLAYHOUSE BATHROOM,6,11/17/11 8:35,2.1,12681,France
571937,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,10/20/11 9:28,0.42,14911,EIRE
577314,22635,CHILDS BREAKFAST SET DOLLY GIRL ,4,11/18/11 13:23,9.95,12444,Norway
571328,22337,ANGEL DECORATION PAINTED ZINC ,24,10/17/11 11:27,0.65,12473,Germany
575067,23480,MINI LIGHTS WOODLAND MUSHROOMS,20,11/8/11 12:45,3.75,12583,France
576787,22947,WOODEN ADVENT CALENDAR RED,6,11/16/11 13:54,7.95,13815,Germany
552695,82482,WOODEN PICTURE FRAME WHITE FINISH,6,5/10/11 15:31,2.55,16320,Unspecified
561902,21906,PHARMACIE FIRST AID TIN,32,7/31/11 15:50,6.75,17404,Sweden
539421,22918,HERB MARKER PARSLEY,12,12/17/10 14:21,0.65,14016,EIRE
542303,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1/27/11 11:05,1.25,12539,Spain
560041,22626,BLACK KITCHEN SCALES,2,7/14/11 14:46,8.5,14156,EIRE
575151,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,11/8/11 16:12,1.65,12395,Belgium
558388,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,6/29/11 10:00,0.55,,EIRE
569527,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,1,10/4/11 14:53,2.55,12512,Israel
580979,23598,PAPER BUNTING VINTAGE PARTY,6,12/6/11 15:40,2.95,12362,Belgium
572065,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,10/20/11 13:06,3.75,12556,Spain
