InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
559521,23076,ICE CREAM SUNDAE LIP GLOSS,24,7/8/11 16:26,1.25,,Unspecified
575661,22077,6 RIBBONS RUSTIC CHARM,10,11/10/11 14:39,1.95,12617,France
547659,23053,RECYCLED ACAPULCO MAT PINK,2,3/24/11 13:05,8.25,12434,Australia
546212,82580,BATHROOM METAL SIGN,100,3/10/11 11:33,0.55,14156,EIRE
569568,22899,CHILDREN'S APRON DOLLY GIRL ,6,10/5/11 9:57,2.1,12700,France
580648,21498,RED RETROSPOT WRAP ,25,12/5/11 13:15,0.42,12628,Germany
562450,22385,JUMBO BAG SPACEBOY DESIGN,10,8/5/11 8:40,2.08,12562,France
576646,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,11/16/11 10:18,0.85,,Unspecified
575886,23389,SPACEBOY MINI BACKPACK,2,11/11/11 13:57,4.15,12517,Germany
574071,23084,RABBIT NIGHT LIGHT,6,11/2/11 14:57,2.08,12654,Germany
581476,85152,HAND OVER THE CHOCOLATE   SIGN ,48,12/9/11 8:48,1.85,12433,Norway
539050,21294,ETCHED GLASS COASTER,4,12/15/10 16:21,1.25,12577,France
553148,22960,JAM MAKING SET WITH JARS,6,5/13/11 14:09,4.25,,Hong Kong
542894,85017B,ENVELOPE 50 BLOSSOM IMAGES,12,2/1/11 13:45,0.85,12775,Netherlands
541975,22454,MEASURING TAPE BABUSHKA RED,24,1/24/11 14:24,2.95,,Hong Kong
553017,21218,RED SPOTTY BISCUIT TIN,2,5/12/11 19:01,3.75,12757,Portugal
563288,21499,BLUE POLKADOT WRAP,25,8/15/11 12:53,0.42,12656,France
564565,21408,SPOTTY PINK DUCK DOORSTOP,3,8/26/11 10:50,4.25,14911,EIRE
547972,20728,LUNCH BAG CARS BLUE,150,3/28/11 16:41,1.45,12557,Spain
566076,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,9/9/11 9:13,2.95,12449,Belgium
546851,22303,COFFEE MUG APPLES DESIGN,6,3/17/11 13:23,2.55,12480,Germany
549316,22817,CARD SUKI BIRTHDAY,12,4/8/11 9:54,0.42,12705,Germany
574442,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,11/4/11 11:40,4.15,12704,Finland
553375,22961,JAM MAKING SET PRINTED,12,5/16/11 14:52,1.45,14911,EIRE
554654,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,5/25/11 13:34,4.25,12815,Poland
547882,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,24,3/28/11 7:53,0.85,14911,EIRE
547444,22747,POPPY'S PLAYHOUSE BATHROOM,6,3/23/11 10:55,2.1,12811,Portugal
570016,22846,BREAD BIN DINER STYLE RED ,1,10/7/11 10:06,16.95,14911,EIRE
553017,20718,RED RETROSPOT SHOPPER BAG,5,5/12/11 19:01,1.25,12757,Portugal
550137,22200,FRYING PAN PINK POLKADOT,8,4/14/11 13:59,4.25,12477,Germany
562046,22670,FRENCH WC SIGN BLUE METAL,12,8/2/11 10:34,1.25,12378,Switzerland
567968,22750,FELTCRAFT PRINCESS LOLA DOLL,4,9/23/11 9:44,3.75,12546,Spain
569563,23196,VINTAGE LEAF MAGNETIC NOTEPAD,48,10/5/11 9:46,1.25,12481,Germany
565748,23324,RUSTIC STRAWBERRY JAMPOT LARGE ,24,9/6/11 12:38,2.08,14156,EIRE
572567,21982,PACK OF 12 SUKI TISSUES ,24,10/25/11 10:27,0.39,12398,Switzerland
568310,21166,COOK WITH WINE METAL SIGN ,12,9/26/11 12:48,2.08,14911,EIRE
539488,22540,MINI JIGSAW CIRCUS PARADE ,24,12/20/10 9:37,0.42,12377,Switzerland
561040,85114C,RED ENCHANTED FOREST PLACEMAT,6,7/24/11 12:05,1.65,12431,Australia
544193,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2/17/11 8:23,0.55,12431,Belgium
563558,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,8/17/11 13:40,4.95,14156,EIRE
548010,22979,PANTRY WASHING UP BRUSH,72,3/29/11 11:04,1.25,14646,Netherlands
562560,84843,WHITE SOAP RACK WITH 2 BOTTLES,1,8/5/11 17:12,5.95,14156,EIRE
571227,22365,DOORMAT RESPECTABLE HOUSE,10,10/14/11 13:54,7.08,12477,Germany
561093,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,7/25/11 10:01,1.25,12540,Spain
556526,23256,CHILDRENS CUTLERY SPACEBOY ,8,6/13/11 11:33,4.15,12732,France
553547,22271,FELTCRAFT DOLL ROSIE,6,5/17/11 15:48,2.95,12474,Germany
565475,23293,SET OF 12 FAIRY CAKE BAKING CASES,128,9/5/11 10:47,0.72,14156,EIRE
581433,84817,DANISH ROSE DECORATIVE PLATE,48,12/8/11 15:54,0.39,14911,EIRE
568472,20712,JUMBO BAG WOODLAND ANIMALS,10,9/27/11 11:50,2.08,12517,Germany
546875,22721,SET OF 3 CAKE TINS SKETCHBOOK,6,3/17/11 16:38,4.95,12514,Italy
568699,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,9/28/11 14:58,4.95,12352,Norway
538009,22835,HOT WATER BOTTLE I AM SO POORLY,4,12/9/10 12:17,4.65,14911,EIRE
547790,84821,DANISH ROSE DELUXE COASTER,12,3/25/11 12:04,0.85,12545,Spain
559928,22668,PINK BABY BUNTING,10,7/14/11 8:52,2.95,12405,Finland
548011,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,24,3/29/11 11:14,8.5,14646,Netherlands
562038,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,8/2/11 9:35,4.95,12633,Germany
544074,22452,MEASURING TAPE BABUSHKA PINK,4,2/15/11 14:49,2.95,14156,EIRE
559928,47593B,SCOTTIE DOGS BABY BIB,48,7/14/11 8:52,0.39,12405,Finland
549316,20725,LUNCH BAG RED RETROSPOT,10,4/8/11 9:54,1.65,12705,Germany
536532,21967,PACK OF 12 SKULL TISSUES,48,12/1/10 13:24,0.29,12433,Norway
542911,21499,BLUE POLKADOT WRAP,25,2/1/11 15:41,0.42,12676,Sweden
575896,22629,SPACEBOY LUNCH BOX ,192,11/11/11 14:52,1.65,12480,Germany
562528,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,8/5/11 13:52,3.75,12610,Italy
546252,22384,LUNCH BAG PINK POLKADOT,10,3/10/11 14:42,1.65,14930,Channel Islands
556917,21212,PACK OF 72 RETROSPOT CAKE CASES,240,6/15/11 13:37,0.42,12415,Australia
557427,23275,SET OF 3 HANGING OWLS OLLIE BEAK,24,6/20/11 12:14,1.25,12429,Denmark
541631,21988,PACK OF 6 SKULL PAPER PLATES,12,1/20/11 10:48,0.85,12637,France
567305,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,9/19/11 13:28,0.42,12621,Germany
577180,23480,MINI LIGHTS WOODLAND MUSHROOMS,48,11/18/11 11:27,3.29,12380,Belgium
578698,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,11/25/11 10:20,2.89,12620,France
539395,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,12/17/10 11:52,2.95,12471,Germany
537081,22751,FELTCRAFT PRINCESS OLIVIA DOLL,16,12/5/10 12:00,3.75,15332,Lithuania
557803,22556,PLASTERS IN TIN CIRCUS PARADE ,12,6/23/11 10:20,1.65,12704,Finland
543828,22667,RECIPE BOX RETROSPOT ,6,2/14/11 9:45,2.95,14156,EIRE
554827,21936,RED RETROSPOT PICNIC BAG,250,5/26/11 15:19,2.55,14646,Netherlands
577046,21844,RED RETROSPOT MUG,6,11/17/11 13:46,2.95,12449,Belgium
575886,23207,LUNCH BAG ALPHABET DESIGN,2,11/11/11 13:57,1.65,12517,Germany
545227,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,8,3/1/11 9:35,3.75,12428,Finland
559834,47559B,TEA TIME OVEN GLOVE,10,7/13/11 10:02,1.25,12576,Poland
566739,22138,BAKING SET 9 PIECE RETROSPOT ,3,9/14/11 14:30,4.95,12566,Germany
556816,21544,SKULLS  WATER TRANSFER TATTOOS ,12,6/15/11 9:01,0.85,12437,France
562046,22747,POPPY'S PLAYHOUSE BATHROOM,6,8/2/11 10:34,2.1,12378,Switzerland
541965,22024,RAINY LADIES BIRTHDAY CARD,12,1/24/11 13:27,0.42,12625,Germany
563353,23253,16 PIECE CUTLERY SET PANTRY DESIGN,2,8/15/11 14:32,15.95,15480,Malta
570703,85053,FRENCH ENAMEL CANDLEHOLDER,6,10/12/11 9:50,2.1,14911,EIRE
573284,22571,ROCKING HORSE RED CHRISTMAS ,12,10/28/11 14:27,0.85,13812,Germany
577314,21012,ANTIQUE ALL GLASS CANDLESTICK,6,11/18/11 13:23,2.1,12444,Norway
556241,23231,WRAP DOILEY DESIGN,25,6/9/11 16:04,0.42,12597,Spain
570521,85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,8,10/11/11 10:43,4.25,12371,Switzerland
544672,21210,SET OF 72 RETROSPOT PAPER  DOILIES,96,2/22/11 15:45,1.25,14646,Netherlands
545227,16156S,WRAP PINK FAIRY CAKES ,25,3/1/11 9:35,0.42,12428,Finland
570674,21818,GLITTER HEART DECORATION,36,10/11/11 14:59,0.39,14911,EIRE
556886,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,6/15/11 12:34,0.85,12624,France
568650,20982,12 PENCILS TALL TUBE SKULLS,12,9/28/11 11:56,0.85,13505,Switzerland
539752,22697,GREEN REGENCY TEACUP AND SAUCER,6,12/21/10 15:43,2.95,12515,Italy
557427,23154,SET OF 4 JAM JAR MAGNETS,12,6/20/11 12:14,2.08,12429,Denmark
579069,21537,RED RETROSPOT PUDDING BOWL,8,11/28/11 10:31,4.25,14911,EIRE
566074,22624,IVORY KITCHEN SCALES,2,9/9/11 8:48,8.5,12535,France
571034,22846,BREAD BIN DINER STYLE RED ,1,10/13/11 12:47,16.95,12359,Cyprus
541138,21429,RED GINGHAM ROSE JEWELLERY BOX,8,1/14/11 10:42,1.65,12553,France
569844,22745,POPPY'S PLAYHOUSE BEDROOM ,6,10/6/11 13:30,2.1,12626,Germany
562045,23319,BOX OF 6 MINI 50'S CRACKERS,6,8/2/11 10:33,2.49,12644,Germany
578547,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,11/24/11 15:02,0.85,12720,Germany
572236,23511,EMBROIDERED RIBBON REEL EMILY ,3,10/21/11 14:42,2.08,14646,Netherlands
575973,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,11/13/11 13:03,0.65,,EIRE
580534,23199,JUMBO BAG APPLES,10,12/4/11 16:02,2.08,12724,France
537250,21244,BLUE POLKADOT PLATE ,8,12/6/10 10:43,1.69,12708,Germany
547005,21746,SMALL RED RETROSPOT WINDMILL,12,3/18/11 14:20,1.25,12474,Germany
544931,21485,RETROSPOT HEART HOT WATER BOTTLE,4,2/24/11 18:59,4.95,13501,Switzerland
571697,23294,SET OF 6 SNACK LOAF BAKING CASES,8,10/18/11 14:49,0.83,12759,Netherlands
575661,23322,LARGE WHITE HEART OF WICKER,4,11/10/11 14:39,2.95,12617,France
578472,84792,ENCHANTED BIRD COATHANGER 5 HOOK,8,11/24/11 12:40,4.65,12476,Germany
573036,23397,FOOT STOOL HOME SWEET HOME ,2,10/27/11 13:44,9.95,12437,France
578541,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6,11/24/11 15:01,4.65,14277,France
539408,22345,PARTY PIZZA DISH BLUE POLKADOT,24,12/17/10 12:56,0.21,12720,Germany
563950,23174,REGENCY SUGAR BOWL GREEN,8,8/22/11 10:39,4.15,12471,Germany
544495,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,4,2/21/11 11:42,3.75,12766,Portugal
572442,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,10/24/11 12:09,2.1,12546,Spain
555572,21217,RED RETROSPOT ROUND CAKE TINS,2,6/5/11 15:37,9.95,12449,Belgium
550618,22286,DECORATION WOBBLY RABBIT METAL ,12,4/19/11 13:09,1.65,14156,EIRE
573867,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,11/1/11 12:12,4.15,12674,France
556206,22285,HANGING HEN ON NEST DECORATION,12,6/9/11 13:46,1.65,14911,EIRE
580528,21408,SPOTTY PINK DUCK DOORSTOP,8,12/4/11 15:28,1.95,14911,EIRE
570879,85099B,JUMBO BAG RED RETROSPOT,10,10/13/11 8:42,2.08,12685,France
543989,22907,PACK OF 20 NAPKINS PANTRY DESIGN,96,2/15/11 9:52,0.72,12415,Australia
553148,22452,MEASURING TAPE BABUSHKA PINK,6,5/13/11 14:09,2.95,,Hong Kong
577609,21531,RED RETROSPOT SUGAR JAM BOWL,6,11/21/11 9:51,2.55,12349,Italy
541975,21216,SET 3 RETROSPOT TEA,COFFEE,SUGAR,4,1/24/11 14:24,4.95,,Hong Kong
566756,23390,DOLLY GIRL MINI BACKPACK,4,9/14/11 15:54,4.15,12457,Switzerland
559987,23295,SET OF 12 MINI LOAF BAKING CASES,128,7/14/11 12:12,0.72,12619,Germany
543188,22302,COFFEE MUG PEARS  DESIGN,6,2/4/11 11:45,2.55,12567,France
541703,22381,TOY TIDY PINK POLKADOT,10,1/21/11 9:52,2.1,12594,Italy
557427,22948,METAL DECORATION NAUGHTY CHILDREN ,24,6/20/11 12:14,0.85,12429,Denmark
554826,22384,LUNCH BAG PINK POLKADOT,10,5/26/11 14:53,1.65,12493,France
566625,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,9/14/11 9:38,1.65,14911,EIRE
572559,23350,ROLL WRAP VINTAGE SPOT ,12,10/25/11 8:44,1.25,12476,Germany
576927,23432,PRETTY HANGING QUILTED HEARTS,12,11/17/11 11:02,0.83,12567,France
554938,20719,WOODLAND CHARLOTTE BAG,20,5/27/11 13:34,0.85,12876,Belgium
571864,22492,MINI PAINT SET VINTAGE ,72,10/19/11 13:49,0.65,12731,France
554938,22027,TEA PARTY BIRTHDAY CARD,12,5/27/11 13:34,0.42,12876,Belgium
571328,21880,RED RETROSPOT TAPE,12,10/17/11 11:27,0.65,12473,Germany
565928,23198,PANTRY MAGNETIC  SHOPPING LIST,12,9/8/11 10:09,1.45,,EIRE
560445,22615,PACK OF 12 CIRCUS PARADE TISSUES ,96,7/19/11 9:08,0.29,14156,EIRE
564734,72131,COLUMBIAN CANDLE RECTANGLE,1,8/28/11 13:32,1.95,12484,Spain
558684,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,7/1/11 11:29,7.9,14016,EIRE
567197,84692,BOX OF 24 COCKTAIL PARASOLS,25,9/19/11 10:10,0.42,14934,Channel Islands
546541,21313,GLASS HEART T-LIGHT HOLDER ,12,3/14/11 15:11,0.85,14911,EIRE
564150,48188,DOORMAT WELCOME PUPPIES,4,8/23/11 12:30,7.95,14936,Channel Islands
544483,21987,PACK OF 6 SKULL PAPER CUPS,24,2/21/11 10:53,0.65,12524,Germany
568798,22314,OFFICE MUG WARMER CHOC+BLUE,6,9/29/11 10:23,2.95,12615,France
558864,23168,CLASSIC CAFE SUGAR DISPENSER,12,7/4/11 12:38,1.25,,EIRE
565748,23188,VINTAGE  2 METER FOLDING RULER,12,9/6/11 12:38,1.65,14156,EIRE
554147,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,5/23/11 10:48,4.15,12423,Belgium
552013,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,12,5/5/11 17:34,1.25,12451,Switzerland
578078,23176,ABC TREASURE BOOK BOX ,8,11/22/11 16:24,2.25,12586,Italy
549667,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,4/11/11 12:20,2.55,14911,EIRE
550821,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,4/21/11 8:54,1.45,12506,France
562032,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,8/2/11 8:48,1.25,12347,Iceland
545065,22992,REVOLVER WOODEN RULER ,24,2/27/11 14:43,1.95,12431,Australia
552337,22711,WRAP CIRCUS PARADE,25,5/9/11 11:34,0.42,12621,Germany
577314,22630,DOLLY GIRL LUNCH BOX,12,11/18/11 13:23,1.95,12444,Norway
558311,22570,FELTCRAFT CUSHION RABBIT,24,6/28/11 11:22,3.39,14646,Netherlands
541430,22066,LOVE HEART TRINKET POT,24,1/18/11 9:50,1.45,12356,Portugal
552946,22894,TABLECLOTH RED APPLES DESIGN ,10,5/12/11 11:50,9.95,12683,France
575692,23396,LE JARDIN BOTANIQUE CUSHION COVER,3,11/10/11 16:27,3.75,12508,France
543114,22668,PINK BABY BUNTING,5,2/3/11 13:26,2.95,14156,EIRE
560635,23202,JUMBO BAG VINTAGE LEAF,10,7/20/11 10:51,2.08,12521,Germany
564079,20977,36 PENCILS TUBE WOODLAND,32,8/22/11 15:55,1.25,12627,Germany
578472,85199L,LARGE HANGING IVORY & RED WOOD BIRD,24,11/24/11 12:40,0.65,12476,Germany
544108,22193,RED DINER WALL CLOCK,12,2/16/11 10:53,7.65,12653,Israel
551398,22613,PACK OF 20 SPACEBOY NAPKINS,12,4/28/11 13:09,0.85,12417,Spain
572127,21481,FAWN BLUE HOT WATER BOTTLE,4,10/21/11 9:20,3.75,14911,EIRE
